rodada_id,local,atleta_id,apelido,foto,pontuacao,posicao_id,posicao_nome,clube_id,clube_name,entrou_em_campo,opposing_team_id,opposing_team_name,DS,FC,FS,I,PI,A,FD,FF,CA,,G,FT,SG,DE,GS,PS,PC,GC,CV,PP,DP,scout,F,class_pontuacao
1,FORA,101708,Felipe Jonatan,https://s.sde.globo.com/media/person_role/2023/02/28/photo_220x220_4Rn0gj2.png,2.4,2,lat,277,Santos,True,284,Grêmio,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'DS': 2},0.0,Médio
1,CASA,101715,Alerrandro,https://s.sde.globo.com/media/person_role/2022/05/05/a190fc01a5c5880c8de5c5854ac2f555_220x220.png,0.2,5,ata,280,Bragantino,True,265,Bahia,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'FC': 1, 'FS': 1}",0.0,Ruim
1,FORA,101725,Matheusinho,https://s.sde.globo.com/media/person_role/2023/03/11/photo_220x220_OKVlOLy.png,0.0,4,mei,290,Goiás,True,293,Athlético-PR,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.0,Péssimo
1,CASA,101995,Brítez,https://s.sde.globo.com/media/person_role/2023/05/06/photo_220x220_qvH6Q9A.png,5.4,3,zag,356,Fortaleza,True,285,Internacional,0.0,3.0,3.0,0.0,0,1.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'A': 1, 'CA': 1, 'FC': 3, 'FF': 1, 'FS': 3}",1.0,Bom
1,FORA,102318,Caio Paulista,https://s.sde.globo.com/media/person_role/2023/01/27/photo_220x220_rRBJfVv.png,3.9,2,lat,276,São Paulo,True,263,Botafogo,0.0,1.0,2.0,0.0,0,0.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'FC': 1, 'FD': 2, 'FF': 1, 'FS': 2}",3.0,Médio
1,CASA,102598,Helinho,https://s.sde.globo.com/media/person_role/2022/05/05/d0de5e463c8123423e2713cdde571faf_220x220.png,0.0,5,ata,280,Bragantino,True,265,Bahia,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.0,Péssimo
1,FORA,102911,Zé Ricardo,https://s.sde.globo.com/media/person_role/2023/03/11/photo_220x220_h43zEak.png,0.8,4,mei,290,Goiás,True,293,Athlético-PR,1.0,3.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'DS': 1, 'FC': 3, 'FS': 1}",0.0,Ruim
1,CASA,103014,Laquintana,https://s.sde.globo.com/media/person_role/2023/04/13/photo_220x220_roWm5iE.png,3.4,5,ata,280,Bragantino,True,265,Bahia,1.0,2.0,1.0,1.0,0,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'DS': 1, 'FC': 2, 'FD': 2, 'FS': 1, 'I': 1}",2.0,Médio
1,FORA,103347,Matheus Alexandre,https://s.sde.globo.com/media/person_role/2023/03/06/photo_220x220_4eKoeL1.png,1.2,2,lat,1371,Cuiabá,True,275,Palmeiras,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'FD': 1},1.0,Ruim
1,CASA,103388,Emmanuel Martínez,https://s.sde.globo.com/media/person_role/2022/08/13/68f9c27625c8107e59119604bba5e322_220x220.png,0.5,4,mei,327,América-MG,True,266,Fluminense,1.0,4.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'DS': 1, 'FC': 4, 'FS': 1}",0.0,Ruim
1,FORA,103576,Rafael Bilu,https://s.sde.globo.com/media/person_role/2023/03/01/photo_220x220_L5qGZ0n.png,0.0,5,ata,283,Cruzeiro,True,264,Corinthians,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.0,Péssimo
1,FORA,103645,Marcos Paulo,https://s.sde.globo.com/media/person_role/2023/03/08/photo_220x220_XopxIWU.png,3.4,5,ata,276,São Paulo,True,263,Botafogo,1.0,0.0,2.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'DS': 1, 'FD': 1, 'FS': 2}",1.0,Médio
1,CASA,103695,Jadsom Silva,https://s.sde.globo.com/media/person_role/2022/05/05/9d601cb29909661ed2abc4800aab14b7_220x220.png,-0.4,4,mei,280,Bragantino,True,265,Bahia,0.0,2.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'CA': 1, 'FC': 2, 'FF': 1, 'FS': 1, 'I': 1}",1.0,Péssimo
1,CASA,103700,Bruno Méndez,https://s.sde.globo.com/media/person_role/2023/03/02/photo_220x220_VwEvkmY.png,-0.6,3,zag,264,Corinthians,True,283,Cruzeiro,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'FC': 2},0.0,Péssimo
1,CASA,103767,Gabriel Menino,https://s.sde.globo.com/media/person_role/2023/03/15/photo_220x220_a770SrF.png,1.3,4,mei,275,Palmeiras,True,1371,Cuiabá,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'FF': 1, 'FS': 1}",1.0,Ruim
1,FORA,104385,Igor Gomes,https://s.sde.globo.com/media/person_role/2023/03/07/photo_220x220_I7Q1WEp.png,2.9,3,zag,285,Internacional,True,356,Fortaleza,1.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'DS': 1, 'FD': 1, 'FS': 1}",1.0,Médio
1,FORA,104401,Vitor Mendes,https://s.sde.globo.com/media/person_role/2023/05/09/photo_220x220_L4w297p.png,4.9,3,zag,266,Fluminense,True,327,América-MG,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'CA': 1, 'FC': 1, 'FD': 1, 'SG': 1}",1.0,Médio
1,CASA,104420,Reinaldo,https://s.sde.globo.com/media/person_role/2020/03/03/12600160dfe6fed9a606921db8b0a862_220x220.png,1.7,5,ata,293,Athlético-PR,True,290,Goiás,1.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'DS': 1, 'FC': 1, 'FF': 1}",1.0,Ruim
1,CASA,104502,Christian,https://s.sde.globo.com/media/person_role/2023/02/28/photo_220x220_V2OPAxf.png,9.7,4,mei,293,Athlético-PR,True,290,Goiás,2.0,4.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'DS': 2, 'FC': 4, 'FS': 1, 'G': 1}",0.0,Bom
1,CASA,104593,Darlan,https://s.sde.globo.com/media/person_role/2023/03/08/photo_220x220_NzyHepN.png,0.2,4,mei,284,Grêmio,True,277,Santos,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'CA': 1, 'DS': 1}",0.0,Ruim
1,CASA,104666,Moisés,https://s.sde.globo.com/media/person_role/2023/05/06/photo_220x220_217hwXw.png,10.4,5,ata,356,Fortaleza,True,285,Internacional,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'DS': 1, 'FD': 1, 'G': 1}",1.0,Mitou
1,CASA,104754,Juan Vojvoda,https://s.sde.globo.com/media/person_role/2023/03/07/photo_220x220_UIx1Yzg.png,4.24,6,tec,356,Fortaleza,True,285,Internacional,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.0,Médio
1,FORA,104783,Acevedo,https://s.sde.globo.com/media/person_role/2023/02/27/photo_220x220_YfjCr6b.png,0.5,4,mei,265,Bahia,True,280,Bragantino,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'FS': 1},0.0,Ruim
1,CASA,105049,Luis Henrique,https://s.sde.globo.com/media/person_role/2023/03/15/photo_220x220_XMfC6C1.png,3.2,5,ata,263,Botafogo,True,276,São Paulo,2.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'DS': 2, 'FF': 1}",1.0,Médio
1,CASA,105208,Bento,https://s.sde.globo.com/media/person_role/2023/02/28/photo_220x220_7ROEp8B.png,7.0,1,gol,293,Athlético-PR,True,290,Goiás,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'DE': 2, 'SG': 1}",0.0,Bom
1,FORA,105373,Gabriel Xavier,https://s.sde.globo.com/media/person_role/2023/02/27/photo_220x220_0UPMoSl.png,0.9,3,zag,265,Bahia,True,280,Bragantino,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'DS': 1, 'FC': 1}",0.0,Ruim
1,CASA,105531,Matheus Bidu,https://s.sde.globo.com/media/person_role/2023/03/02/photo_220x220_cNTyg24.png,3.7,2,lat,264,Corinthians,True,283,Cruzeiro,0.0,1.0,4.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'FC': 1, 'FD': 1, 'FF': 1, 'FS': 4}",2.0,Médio
1,CASA,105568,Lucero,https://s.sde.globo.com/media/person_role/2023/05/06/photo_220x220_MqRx953.png,2.6,5,ata,356,Fortaleza,True,285,Internacional,2.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'DS': 2, 'FC': 1, 'FS': 1}",0.0,Médio
1,FORA,105584,Lucas Piton,https://s.sde.globo.com/media/person_role/2023/03/14/photo_220x220_71dywWV.png,5.0,2,lat,267,Vasco,True,282,Atlético-MG,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'A': 1},0.0,Médio
1,CASA,105585,Roni,https://s.sde.globo.com/media/person_role/2023/03/02/photo_220x220_efGU5wq.png,1.1,4,mei,264,Corinthians,True,283,Cruzeiro,2.0,1.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'CA': 1, 'DS': 2, 'FC': 1}",0.0,Ruim
1,CASA,105770,Rafael Navarro,https://s.sde.globo.com/media/person_role/2023/03/15/photo_220x220_D5UD7xu.png,0.6,5,ata,275,Palmeiras,True,1371,Cuiabá,0.0,4.0,0.0,2.0,0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'FC': 4, 'FD': 1, 'FF': 1, 'I': 2}",2.0,Ruim
1,FORA,105811,Wesley,https://s.sde.globo.com/media/person_role/2023/03/01/photo_220x220_vnwHYu8.png,1.4,5,ata,283,Cruzeiro,True,264,Corinthians,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'DS': 1, 'FC': 1, 'FS': 1}",0.0,Ruim
1,CASA,105845,Matheus Araújo,https://s.sde.globo.com/media/person_role/2023/03/02/photo_220x220_BedE425.png,10.9,4,mei,264,Corinthians,True,283,Cruzeiro,2.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'DS': 2, 'FS': 1, 'G': 1}",0.0,Mitou
1,FORA,105911,Rômulo,https://s.sde.globo.com/media/person_role/2023/04/12/photo_220x220_eEMPMPy.png,0.0,4,mei,285,Internacional,True,356,Fortaleza,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.0,Péssimo
1,FORA,106002,Johnny,https://s.sde.globo.com/media/person_role/2023/03/07/photo_220x220_ylIGH1n.png,4.1,4,mei,285,Internacional,True,356,Fortaleza,2.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'DS': 2, 'FD': 1, 'FS': 1}",1.0,Médio
1,CASA,106160,Lucão,https://s.sde.globo.com/media/person_role/2023/03/01/photo_220x220_uN4AYEQ.png,2.0,1,gol,280,Bragantino,True,265,Bahia,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'CA': 1, 'DE': 4, 'GS': 1}",0.0,Ruim
1,FORA,106199,Gabriel Pec,https://s.sde.globo.com/media/person_role/2023/03/14/photo_220x220_RHuy7TJ.png,16.9,5,ata,267,Vasco,True,282,Atlético-MG,2.0,0.0,1.0,0.0,0,1.0,1.0,1.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'A': 1, 'CA': 1, 'DS': 2, 'FD': 1, 'FF': 1, 'FS': 1, 'G': 1}",2.0,Mitou
1,FORA,106201,Figueiredo,https://s.sde.globo.com/media/person_role/2023/03/14/photo_220x220_YrswGSn.png,0.0,4,mei,267,Vasco,True,282,Atlético-MG,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.0,Péssimo
1,FORA,106202,Bruno Gomes,https://s.sde.globo.com/media/person_role/2023/02/28/photo_220x220_wvinlkF.png,7.5,4,mei,294,Coritiba,True,262,Flamengo,4.0,1.0,2.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'DS': 4, 'FC': 1, 'FD': 1, 'FF': 1, 'FS': 2}",2.0,Bom
1,CASA,106299,Realpe,https://s.sde.globo.com/media/person_role/2022/05/05/593eafb7ce8c7aa2051ccde762f1d731_220x220.png,-0.6,3,zag,280,Bragantino,True,265,Bahia,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'FC': 2},0.0,Péssimo
1,CASA,106323,Caio Alexandre,https://s.sde.globo.com/media/person_role/2023/05/06/photo_220x220_mYQOurq.png,2.8,4,mei,356,Fortaleza,True,285,Internacional,2.0,2.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'DS': 2, 'FC': 2, 'FS': 2}",0.0,Médio
1,CASA,106434,Eduardo Santos,https://s.sde.globo.com/media/person_role/2023/04/03/photo_220x220_0B5pVnO.png,1.1,3,zag,280,Bragantino,True,265,Bahia,1.0,2.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'DS': 1, 'FC': 2, 'FS': 1}",0.0,Ruim
1,FORA,106822,Rodrigo Nestor,https://s.sde.globo.com/media/person_role/2022/03/01/70f9ba85a01525e2d77c787e7efb42f7_220x220.png,6.1,4,mei,276,São Paulo,True,263,Botafogo,3.0,1.0,0.0,0.0,0,0.0,1.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'DS': 3, 'FC': 1, 'FD': 1, 'FF': 2}",3.0,Bom
1,CASA,107110,Natan,https://s.sde.globo.com/media/person_role/2022/05/05/ebc6c140c001d68b3b50f27e354d27e2_220x220.png,4.1,3,zag,280,Bragantino,True,265,Bahia,3.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'DS': 3, 'FS': 1}",0.0,Médio
1,CASA,107111,Richard Ríos,https://s.sde.globo.com/media/person_role/2023/03/29/photo_220x220_RowK2Zx.png,3.2,4,mei,275,Palmeiras,True,1371,Cuiabá,2.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'DS': 2, 'FF': 1}",1.0,Médio
1,FORA,107173,Michel Araújo,https://s.sde.globo.com/media/person_role/2023/03/30/photo_220x220_Z1W5SRZ.png,5.2,4,mei,276,São Paulo,True,263,Botafogo,1.0,0.0,4.0,0.0,0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'DS': 1, 'FD': 1, 'FF': 1, 'FS': 4}",2.0,Bom
1,CASA,107197,Rômulo,https://s.sde.globo.com/media/person_role/2023/02/28/photo_220x220_A5prVgV.png,0.9,5,ata,293,Athlético-PR,True,290,Goiás,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'DS': 1, 'FC': 1}",0.0,Ruim
1,CASA,107236,Vanderlan,https://s.sde.globo.com/media/person_role/2023/03/15/photo_220x220_F0bHOxR.png,7.0,2,lat,275,Palmeiras,True,1371,Cuiabá,2.0,3.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'A': 1, 'DS': 2, 'FC': 3, 'FS': 1}",0.0,Bom
1,FORA,107498,André,https://s.sde.globo.com/media/person_role/2023/05/09/photo_220x220_VrJSWeV.png,7.1,4,mei,266,Fluminense,True,327,América-MG,3.0,1.0,6.0,0.0,0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'DS': 3, 'FC': 1, 'FF': 1, 'FS': 6}",1.0,Bom
1,FORA,107554,Natanael,https://s.sde.globo.com/media/person_role/2023/02/28/photo_220x220_0XMnyZN.png,3.1,2,lat,294,Coritiba,True,262,Flamengo,2.0,1.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'DS': 2, 'FC': 1, 'FS': 2}",0.0,Médio
1,FORA,107676,Nathan,https://s.sde.globo.com/media/person_role/2022/09/30/photo_220x220.png,8.4,2,lat,277,Santos,True,284,Grêmio,7.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'DS': 7},0.0,Bom
1,CASA,107726,Chrystian Barletta,https://s.sde.globo.com/media/person_role/2023/03/21/photo_220x220_A5fpusS.png,3.3,4,mei,264,Corinthians,True,283,Cruzeiro,3.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'DS': 3, 'FC': 1}",0.0,Médio
1,CASA,107748,Adriel,https://s.sde.globo.com/media/person_role/2023/03/08/photo_220x220_WyxMzh5.png,9.0,1,gol,284,Grêmio,True,277,Santos,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'DE': 4, 'SG': 1}",0.0,Bom
1,FORA,107796,Diego Rosa,https://s.sde.globo.com/media/person_role/2023/02/27/photo_220x220_Z8v7YI8.png,0.0,4,mei,265,Bahia,True,280,Bragantino,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{},0.0,Péssimo
1,CASA,107950,Fausto Vera,https://s.sde.globo.com/media/person_role/2023/03/02/photo_220x220_w7tZlR4.png,6.6,4,mei,264,Corinthians,True,283,Cruzeiro,1.0,2.0,0.0,0.0,0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'A': 1, 'CA': 1, 'DS': 1, 'FC': 2, 'FD': 1, 'FF': 1}",2.0,Bom
1,FORA,108133,Isidro Pitta,https://s.sde.globo.com/media/person_role/2023/03/06/photo_220x220_LlMyePJ.png,0.5,5,ata,1371,Cuiabá,True,275,Palmeiras,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,{'FS': 1},0.0,Ruim
