partida_id,clube_casa_id,clube_casa_posicao,clube_visitante_id,aproveitamento_mandante,aproveitamento_visitante,clube_visitante_posicao,partida_data,timestamp,local,valida,placar_oficial_mandante,placar_oficial_visitante,campeonato_id,rodada_id
302743,285,14,265,"['e', 'd', 'e', 'd', 'd']","['e', 'e', 'v', 'd', 'v']",16,2023-05-28 16:00:00,1685300400,Beira-Rio,True,2,0,26.0,8.0
302741,280,7,277,"['e', 'v', 'v', 'e', 'd']","['e', 'd', 'e', 'd', 'v']",17,2023-05-28 18:30:00,1685309400,Nabi Abi Chedid,True,2,0,26.0,8.0
302742,282,11,275,"['d', 'd', 'v', 'v', 'd']","['v', 'v', 'd', 'v', 'v']",2,2023-05-28 18:30:00,1685309400,Mineirão,True,1,1,26.0,8.0
302738,263,1,327,"['e', 'v', 'e', 'v', 'e']","['e', 'd', 'd', 'd', 'd']",20,2023-05-28 19:00:00,1685311200,Nilton Santos (Engenhão),True,2,0,26.0,8.0
302759,356,8,265,"['d', 'd', 'd', 'v', 'v']","['e', 'e', 'v', 'd', 'v']",16,2023-06-03 16:00:00,1685818800,Castelão (CE),True,0,0,26.0,9.0
302756,283,12,282,"['d', 'e', 'e', 'd', 'e']","['d', 'd', 'v', 'v', 'd']",11,2023-06-03 18:30:00,1685827800,Parque do Sabiá,True,0,1,26.0,9.0
302758,293,6,263,"['v', 'e', 'e', 'v', 'e']","['e', 'v', 'e', 'v', 'e']",1,2023-06-03 18:30:00,1685827800,Arena da Baixada,True,1,0,26.0,9.0
302760,327,20,264,"['e', 'd', 'd', 'd', 'd']","['e', 'v', 'e', 'v', 'e']",13,2023-06-03 18:30:00,1685827800,Independência,True,2,0,26.0,9.0
302754,277,17,285,"['e', 'd', 'e', 'd', 'v']","['e', 'd', 'e', 'd', 'd']",14,2023-06-03 21:00:00,1685836800,Vila Belmiro,True,1,1,26.0,9.0
302751,266,4,280,"['d', 'v', 'v', 'd', 'v']","['e', 'v', 'v', 'e', 'd']",7,2023-06-04 16:00:00,1685905200,Maracanã,True,2,1,26.0,9.0
302757,284,5,276,"['v', 'e', 'd', 'v', 'd']","['d', 'e', 'd', 'e', 'e']",10,2023-06-04 16:00:00,1685905200,Arena do Grêmio,True,2,1,26.0,9.0
302753,275,2,294,"['v', 'v', 'd', 'v', 'v']","['v', 'd', 'd', 'd', 'd']",19,2023-06-04 18:30:00,1685914200,Allianz Parque,True,3,1,26.0,9.0
302755,290,15,1371,"['v', 'e', 'v', 'v', 'e']","['v', 'v', 'v', 'd', 'd']",9,2023-06-04 18:30:00,1685914200,Hailé Pinheiro (Serrinha),True,0,1,26.0,9.0
302752,267,18,262,"['d', 'd', 'v', 'e', 'v']","['e', 'v', 'd', 'e', 'v']",3,2023-06-05 20:00:00,1686006000,Maracanã,True,1,4,26.0,9.0
302787,294,19,277,"['v', 'd', 'd', 'd', 'd']","['e', 'd', 'e', 'd', 'v']",17,2023-06-10 16:00:00,1686423600,Couto Pereira,True,0,0,26.0,10.0
302778,264,13,1371,"['e', 'v', 'e', 'v', 'e']","['v', 'v', 'v', 'd', 'd']",9,2023-06-10 18:30:00,1686432600,Neo Química Arena,True,1,1,26.0,10.0
302783,282,11,280,"['d', 'd', 'v', 'v', 'd']","['e', 'v', 'v', 'e', 'd']",7,2023-06-10 18:30:00,1686432600,Mineirão,True,1,1,26.0,10.0
302789,265,16,283,"['e', 'e', 'v', 'd', 'v']","['d', 'e', 'e', 'd', 'e']",12,2023-06-10 18:30:00,1686432600,Itaipava Arena Fonte Nova,True,2,2,26.0,10.0
302774,263,1,356,"['e', 'v', 'e', 'v', 'e']","['d', 'd', 'd', 'v', 'v']",8,2023-06-10 21:00:00,1686441600,Nilton Santos (Engenhão),True,2,0,26.0,10.0
302790,327,20,293,"['e', 'd', 'd', 'd', 'd']","['v', 'e', 'e', 'v', 'e']",6,2023-06-11 11:00:00,1686492000,Mineirão,True,2,2,26.0,10.0
302776,276,10,275,"['d', 'e', 'd', 'e', 'e']","['v', 'v', 'd', 'v', 'v']",2,2023-06-11 16:00:00,1686510000,Morumbi,True,0,2,26.0,10.0
302785,285,14,267,"['e', 'd', 'e', 'd', 'd']","['d', 'd', 'v', 'e', 'v']",18,2023-06-11 16:00:00,1686510000,Beira-Rio,True,2,1,26.0,10.0
302771,262,3,284,"['e', 'v', 'd', 'e', 'v']","['v', 'e', 'd', 'v', 'd']",5,2023-06-11 18:30:00,1686519000,Maracanã,True,3,0,26.0,10.0
302781,290,15,266,"['v', 'e', 'v', 'v', 'e']","['d', 'v', 'v', 'd', 'v']",4,2023-06-11 18:30:00,1686519000,Hailé Pinheiro (Serrinha),True,2,2,26.0,10.0
302803,276,10,293,"['d', 'e', 'd', 'e', 'e']","['v', 'e', 'e', 'v', 'e']",6,2023-06-21 19:00:00,1687384800,Morumbi,True,2,1,26.0,11.0
302806,283,12,356,"['d', 'e', 'e', 'd', 'e']","['d', 'd', 'd', 'v', 'v']",8,2023-06-21 19:00:00,1687384800,Mineirão,True,0,1,26.0,11.0
302804,277,17,264,"['e', 'd', 'e', 'd', 'v']","['e', 'v', 'e', 'v', 'e']",13,2023-06-21 20:00:00,1687388400,Vila Belmiro,True,0,2,26.0,11.0
302801,266,4,282,"['d', 'v', 'v', 'd', 'v']","['d', 'd', 'v', 'v', 'd']",11,2023-06-21 21:30:00,1687393800,Raulino de Oliveira,True,1,1,26.0,11.0
302809,265,16,275,"['e', 'e', 'v', 'd', 'v']","['v', 'v', 'd', 'v', 'v']",2,2023-06-21 21:30:00,1687393800,Itaipava Arena Fonte Nova,True,1,0,26.0,11.0
302807,284,5,327,"['v', 'e', 'd', 'v', 'd']","['e', 'd', 'd', 'd', 'd']",20,2023-06-22 19:00:00,1687471200,Arena do Grêmio,True,3,1,26.0,11.0
302802,267,18,290,"['d', 'd', 'v', 'e', 'v']","['v', 'e', 'v', 'v', 'e']",15,2023-06-22 20:00:00,1687474800,São Januário,True,0,1,26.0,11.0
302808,294,19,285,"['v', 'd', 'd', 'd', 'd']","['e', 'd', 'e', 'd', 'd']",14,2023-06-22 20:00:00,1687474800,Couto Pereira,True,0,1,26.0,11.0
302810,1371,9,263,"['v', 'v', 'v', 'd', 'd']","['e', 'v', 'e', 'v', 'e']",1,2023-06-22 20:00:00,1687474800,Arena Pantanal,True,0,1,26.0,11.0
302805,280,7,262,"['e', 'v', 'v', 'e', 'd']","['e', 'v', 'd', 'e', 'v']",3,2023-06-22 21:30:00,1687480200,Nabi Abi Chedid,True,4,0,26.0,11.0
302828,293,6,264,"['v', 'e', 'e', 'v', 'e']","['e', 'v', 'e', 'v', 'e']",13,2023-06-24 16:00:00,1687633200,Arena da Baixada,True,1,0,26.0,12.0
302821,266,4,265,"['d', 'v', 'v', 'd', 'v']","['e', 'e', 'v', 'd', 'v']",16,2023-06-24 18:30:00,1687642200,Maracanã,True,2,1,26.0,12.0
302829,356,8,282,"['d', 'd', 'd', 'v', 'v']","['d', 'd', 'v', 'v', 'd']",11,2023-06-24 18:30:00,1687642200,Castelão (CE),True,2,1,26.0,12.0
302826,283,12,276,"['d', 'e', 'e', 'd', 'e']","['d', 'e', 'd', 'e', 'e']",10,2023-06-24 21:00:00,1687651200,Independência,True,1,0,26.0,12.0
302823,275,2,263,"['v', 'v', 'd', 'v', 'v']","['e', 'v', 'e', 'v', 'e']",1,2023-06-25 16:00:00,1687719600,Allianz Parque,True,0,1,26.0,12.0
302827,284,5,294,"['v', 'e', 'd', 'v', 'd']","['v', 'd', 'd', 'd', 'd']",19,2023-06-25 16:00:00,1687719600,Arena do Grêmio,True,5,1,26.0,12.0
302824,277,17,262,"['e', 'd', 'e', 'd', 'v']","['e', 'v', 'd', 'e', 'v']",3,2023-06-25 18:30:00,1687728600,Vila Belmiro,True,2,3,26.0,12.0
302825,280,7,290,"['e', 'v', 'v', 'e', 'd']","['v', 'e', 'v', 'v', 'e']",15,2023-06-25 18:30:00,1687728600,Nabi Abi Chedid,True,2,0,26.0,12.0
302830,327,20,285,"['e', 'd', 'd', 'd', 'd']","['e', 'd', 'e', 'd', 'd']",14,2023-06-25 18:30:00,1687728600,Independência,True,1,2,26.0,12.0
302822,267,18,1371,"['d', 'd', 'v', 'e', 'v']","['v', 'v', 'v', 'd', 'd']",9,2023-06-26 21:00:00,1687824000,Luso-Brasileiro,True,1,0,26.0,12.0
302853,276,10,266,"['d', 'e', 'd', 'e', 'e']","['d', 'v', 'v', 'd', 'v']",4,2023-07-01 16:00:00,1688238000,Morumbi,True,1,0,26.0,13.0
302851,262,3,356,"['e', 'v', 'd', 'e', 'v']","['d', 'd', 'd', 'v', 'v']",8,2023-07-01 18:30:00,1688247000,Maracanã,True,2,0,26.0,13.0
302859,265,16,284,"['e', 'e', 'v', 'd', 'v']","['v', 'e', 'd', 'v', 'd']",5,2023-07-01 18:30:00,1688247000,Itaipava Arena Fonte Nova,True,1,2,26.0,13.0
302857,285,14,283,"['e', 'd', 'e', 'd', 'd']","['d', 'e', 'e', 'd', 'e']",12,2023-07-01 21:00:00,1688256000,Beira-Rio,True,0,0,26.0,13.0
302854,264,13,280,"['e', 'v', 'e', 'v', 'e']","['e', 'v', 'v', 'e', 'd']",7,2023-07-02 11:00:00,1688306400,Neo Química Arena,True,0,1,26.0,13.0
302852,263,1,267,"['e', 'v', 'e', 'v', 'e']","['d', 'd', 'v', 'e', 'v']",18,2023-07-02 16:00:00,1688324400,Nilton Santos (Engenhão),True,2,0,26.0,13.0
302856,282,11,327,"['d', 'd', 'v', 'v', 'd']","['e', 'd', 'd', 'd', 'd']",20,2023-07-02 16:00:00,1688324400,Mineirão,True,2,2,26.0,13.0
302858,293,6,275,"['v', 'e', 'e', 'v', 'e']","['v', 'v', 'd', 'v', 'v']",2,2023-07-02 16:00:00,1688324400,Ligga Arena,True,2,2,26.0,13.0
302860,1371,9,277,"['v', 'v', 'v', 'd', 'd']","['e', 'd', 'e', 'd', 'v']",17,2023-07-02 18:30:00,1688333400,Arena Pantanal,True,3,0,26.0,13.0
302855,290,15,294,"['v', 'e', 'v', 'v', 'e']","['v', 'd', 'd', 'd', 'd']",19,2023-07-03 20:00:00,1688425200,Hailé Pinheiro (Serrinha),True,1,2,26.0,13.0
302602,267,18,283,"['d', 'd', 'v', 'e', 'v']","['d', 'e', 'e', 'd', 'e']",12,2023-07-08 16:00:00,1688842800,São Januário,True,0,1,26.0,14.0
302610,1371,9,265,"['v', 'v', 'v', 'd', 'd']","['e', 'e', 'v', 'd', 'v']",16,2023-07-08 16:00:00,1688842800,Arena Pantanal,True,1,1,26.0,14.0
302606,282,11,264,"['d', 'd', 'v', 'v', 'd']","['e', 'v', 'e', 'v', 'e']",13,2023-07-08 18:30:00,1688851800,Mineirão,True,0,1,26.0,14.0
302608,294,19,327,"['v', 'd', 'd', 'd', 'd']","['e', 'd', 'd', 'd', 'd']",20,2023-07-08 18:30:00,1688851800,Couto Pereira,True,3,1,26.0,14.0
302603,275,2,262,"['v', 'v', 'd', 'v', 'v']","['e', 'v', 'd', 'e', 'v']",3,2023-07-08 21:00:00,1688860800,Allianz Parque,True,1,1,26.0,14.0
302604,277,17,290,"['e', 'd', 'e', 'd', 'v']","['v', 'e', 'v', 'v', 'e']",15,2023-07-09 11:00:00,1688911200,Vila Belmiro,True,4,3,26.0,14.0
302601,266,4,285,"['d', 'v', 'v', 'd', 'v']","['e', 'd', 'e', 'd', 'd']",14,2023-07-09 16:00:00,1688929200,Maracanã,True,2,0,26.0,14.0
302605,280,7,276,"['e', 'v', 'v', 'e', 'd']","['d', 'e', 'd', 'e', 'e']",10,2023-07-09 16:00:00,1688929200,Nabi Abi Chedid,True,0,0,26.0,14.0
302607,284,5,263,"['v', 'e', 'd', 'v', 'd']","['e', 'v', 'e', 'v', 'e']",1,2023-07-09 18:30:00,1688938200,Arena do Grêmio,True,0,2,26.0,14.0
302609,356,8,293,"['d', 'd', 'd', 'v', 'v']","['v', 'e', 'e', 'v', 'e']",6,2023-07-09 18:30:00,1688938200,Castelão (CE),True,1,0,26.0,14.0
302625,263,1,280,"['e', 'v', 'e', 'v', 'e']","['e', 'v', 'v', 'e', 'd']",7,2023-07-15 21:00:00,1689465600,Nilton Santos (Engenhão),True,2.0,0.0,26.0,15.0
306169,283,12,294,"['d', 'e', 'e', 'd', 'e']","['v', 'd', 'd', 'd', 'd']",19,2023-07-16 11:00:00,1689516000,Independência,True,0.0,0.0,26.0,15.0
302623,266,4,262,"['d', 'v', 'v', 'd', 'v']","['e', 'v', 'd', 'e', 'v']",3,2023-07-16 16:00:00,1689534000,Maracanã,True,0.0,0.0,26.0,15.0
302627,276,10,277,"['d', 'e', 'd', 'e', 'e']","['e', 'd', 'e', 'd', 'v']",17,2023-07-16 16:00:00,1689534000,Morumbi,True,4.0,1.0,26.0,15.0
302639,356,8,1371,"['d', 'd', 'd', 'v', 'v']","['v', 'v', 'v', 'd', 'd']",9,2023-07-16 16:00:00,1689534000,Castelão (CE),True,0.0,1.0,26.0,15.0
302635,285,14,275,"['e', 'd', 'e', 'd', 'd']","['v', 'v', 'd', 'v', 'v']",2,2023-07-16 18:30:00,1689543000,Beira-Rio,True,0.0,0.0,26.0,15.0
302637,293,6,265,"['v', 'e', 'e', 'v', 'e']","['e', 'e', 'v', 'd', 'v']",16,2023-07-16 18:30:00,1689543000,Ligga Arena,True,2.0,0.0,26.0,15.0
