,status,fix_id,home_team_id,home_team_name,home_team_logo,away_team_id,away_team_nome,away_team_logo,rod_num
14,Final,206625,1017,Cruzeiro,https://frontendapiapp.blob.core.windows.net/images/88x88/cruzeiro.png,1083,Grêmio,https://frontendapiapp.blob.core.windows.net/images/88x88/gremio.png,2
15,Final,206680,1250,Bahia,https://frontendapiapp.blob.core.windows.net/images/88x88/bahia.png,1003,Botafogo,https://frontendapiapp.blob.core.windows.net/images/88x88/botafogo.png,2
16,Final,206693,1755,Cuiabá,https://frontendapiapp.blob.core.windows.net/images/88x88/cuiaba.png,1055,Red Bull Bragantino,https://frontendapiapp.blob.core.windows.net/images/88x88/bragantino.png,2
17,Final,206728,1014,Goiás,https://frontendapiapp.blob.core.windows.net/images/88x88/goias.png,1004,Corinthians,https://frontendapiapp.blob.core.windows.net/images/88x88/corinthians.png,2
18,Final,206790,1018,Internacional,https://frontendapiapp.blob.core.windows.net/images/88x88/internacional.png,1005,Flamengo,https://frontendapiapp.blob.core.windows.net/images/88x88/flamengo.png,2
19,Final,206838,1008,Coritiba,https://frontendapiapp.blob.core.windows.net/images/88x88/coritiba.png,1024,Fortaleza,https://frontendapiapp.blob.core.windows.net/images/88x88/fortaleza.png,2
20,Final,206461,1012,Palmeiras,https://frontendapiapp.blob.core.windows.net/images/88x88/palmeiras.png,1004,Corinthians,https://frontendapiapp.blob.core.windows.net/images/88x88/corinthians.png,3
21,Final,206535,1011,Santos,https://frontendapiapp.blob.core.windows.net/images/88x88/santos.png,1085,América-MG,https://frontendapiapp.blob.core.windows.net/images/88x88/america-mg.png,3
22,Final,206544,1055,Red Bull Bragantino,https://frontendapiapp.blob.core.windows.net/images/88x88/bragantino.png,1017,Cruzeiro,https://frontendapiapp.blob.core.windows.net/images/88x88/cruzeiro.png,3
23,Final,206566,1015,Vasco,https://frontendapiapp.blob.core.windows.net/images/88x88/vasco.png,1250,Bahia,https://frontendapiapp.blob.core.windows.net/images/88x88/bahia.png,3
24,Final,206584,1005,Flamengo,https://frontendapiapp.blob.core.windows.net/images/88x88/flamengo.png,1003,Botafogo,https://frontendapiapp.blob.core.windows.net/images/88x88/botafogo.png,3
25,Final,206646,1009,Atlético-MG,https://frontendapiapp.blob.core.windows.net/images/88x88/atletico-mg.png,1010,Athletico-PR,https://frontendapiapp.blob.core.windows.net/images/88x88/athletico-pr.png,3
