rod_num,clube_name,opposing_team_name,player_name,nationality,age,minutes_played,chutes_recebidos_no_gol,GS,defesas,%_defesas,psxg,lancamentos_completos,lancamentos_attempt,lancamentos_sucesso_%,passes_attempt,passes_mao,%_passes_lancamento,distancia_media_lancamento,tiro_meta,lancamentos_tiro_meta,distancia_media_tiro_meta,cruzamentos_adv_area,cruzamentos_adv_area_interrompidos,cruzamentos_adv_area_interrompidos_%,acoes_defensivas_fora_area,distancia_media_acoes_defensivas,atleta_id
14,São Paulo,Bragantino,Jandrei,br BRA,30-130,90,4,0.0,4,100.0,1.1,14.0,29.0,48.3,41.0,7.0,43.9,39.7,15.0,73.3,50.9,21.0,2.0,9.5,0.0,10.5,86508
14,Fluminense,Internacional,Fábio,br BRA,42-282,90,0,0.0,0,,0.0,1.0,4.0,25.0,23.0,2.0,13.0,22.2,6.0,16.7,18.0,11.0,1.0,9.1,0.0,10.7,37656
14,Internacional,Fluminense,John,br BRA,27-146,90,8,2.0,6,75.0,2.1,3.0,8.0,37.5,16.0,6.0,37.5,35.3,6.0,33.3,37.3,17.0,0.0,0.0,3.0,20.4,94044
14,Fortaleza,Athlético-PR,João Ricardo Riedi,br BRA,34-306,90,2,0.0,2,100.0,0.2,0.0,6.0,0.0,11.0,4.0,27.3,35.2,8.0,37.5,35.1,11.0,2.0,18.2,0.0,6.3,81881
14,Athlético-PR,Fortaleza,Bento,br BRA,24-029,90,6,1.0,5,83.3,1.7,4.0,13.0,30.8,21.0,4.0,42.9,40.0,10.0,40.0,38.2,15.0,1.0,6.7,0.0,7.0,105208
14,Grêmio,Botafogo,Gabriel Chapecó,br BRA,23-102,90,6,2.0,4,66.7,1.4,3.0,11.0,27.3,11.0,4.0,54.5,37.7,8.0,62.5,50.4,7.0,1.0,14.3,1.0,17.0,112616
14,Botafogo,Grêmio,Lucas Perri,br BRA,25-211,90,4,0.0,4,100.0,0.4,5.0,16.0,31.3,28.0,5.0,46.4,42.5,4.0,75.0,53.5,19.0,1.0,5.3,3.0,13.2,91260
14,Palmeiras,Flamengo,Wéverton,br BRA,35-207,90,4,1.0,3,75.0,1.4,7.0,16.0,43.8,32.0,4.0,46.9,39.8,7.0,14.3,26.0,15.0,0.0,0.0,0.0,,71631
14,Flamengo,Palmeiras,Matheus Cunha,br BRA,22-045,90,4,1.0,3,75.0,1.7,4.0,12.0,33.3,37.0,3.0,29.7,31.8,6.0,16.7,23.7,14.0,1.0,7.1,2.0,23.7,111690
15,Cruzeiro,Coritiba,Rafael Cabral,br BRA,33-057,90,6,0.0,6,100.0,1.6,2.0,4.0,50.0,24.0,4.0,12.5,24.4,6.0,16.7,32.2,12.0,0.0,0.0,5.0,28.4,68940
15,Coritiba,Cruzeiro,Gabriel,br BRA,30-292,90,2,0.0,2,100.0,0.2,4.0,19.0,21.1,23.0,5.0,56.5,42.4,13.0,46.2,38.1,16.0,2.0,12.5,2.0,9.1,70449
15,São Paulo,Santos,Rafael Pires,br BRA,34-023,90,3,1.0,2,100.0,1.2,9.0,17.0,52.9,21.0,5.0,52.4,38.0,8.0,75.0,51.0,15.0,1.0,6.7,0.0,1.0,68928
15,Santos,São Paulo,João Paulo,br BRA,28-017,90,7,4.0,3,57.1,3.9,3.0,19.0,15.8,16.0,3.0,75.0,47.8,10.0,70.0,46.7,12.0,1.0,8.3,1.0,13.5,85425
15,Fortaleza,Cuiabá,João Ricardo Riedi,br BRA,34-313,90,1,1.0,0,0.0,0.5,4.0,6.0,66.7,11.0,2.0,18.2,29.5,9.0,44.4,37.8,1.0,0.0,0.0,0.0,5.0,81881
15,Cuiabá,Fortaleza,Walter,br BRA,35-240,90,6,0.0,6,100.0,0.6,6.0,17.0,35.3,17.0,2.0,70.6,46.2,8.0,62.5,41.9,30.0,2.0,6.7,0.0,8.0,51413
15,Fluminense,Flamengo,Fábio,br BRA,42-289,90,3,0.0,3,100.0,0.5,3.0,6.0,50.0,20.0,6.0,20.0,22.7,7.0,28.6,19.0,5.0,0.0,0.0,4.0,26.3,37656
15,Flamengo,Fluminense,Matheus Cunha,br BRA,22-053,90,8,0.0,8,100.0,1.1,7.0,20.0,35.0,42.0,6.0,42.9,33.7,4.0,50.0,35.8,21.0,1.0,4.8,1.0,18.3,111690
15,Athlético-PR,Bahia,Bento,br BRA,24-036,90,6,0.0,6,100.0,0.6,3.0,12.0,25.0,29.0,11.0,31.0,34.7,7.0,42.9,41.1,16.0,4.0,25.0,2.0,12.4,105208
15,Bahia,Athlético-PR,Marcos Felipe,br BRA,27-094,90,7,2.0,5,71.4,2.1,6.0,18.0,33.3,30.0,3.0,43.3,36.9,8.0,62.5,48.3,12.0,0.0,0.0,3.0,23.8,85004
15,Internacional,Palmeiras,John,br BRA,27-153,90,5,0.0,5,100.0,1.8,6.0,11.0,54.5,21.0,3.0,47.6,34.8,6.0,16.7,21.3,16.0,0.0,0.0,0.0,4.5,94044
15,Palmeiras,Internacional,Wéverton,br BRA,35-215,90,4,0.0,4,100.0,0.9,4.0,10.0,40.0,28.0,5.0,32.1,34.2,7.0,14.3,22.7,13.0,0.0,0.0,0.0,18.0,71631
15,Botafogo,Bragantino,Lucas Perri,br BRA,25-217,90,8,0.0,8,100.0,1.5,6.0,14.0,42.9,25.0,14.0,56.0,42.7,2.0,0.0,28.5,26.0,1.0,3.8,0.0,9.0,91260
15,Bragantino,Botafogo,Cleiton Schwengber,br BRA,25-330,90,3,2.0,1,33.3,1.1,3.0,16.0,18.8,25.0,4.0,56.0,43.0,8.0,25.0,29.9,6.0,1.0,16.7,0.0,3.0,93882
15,Goiás,Atlético-MG,Tadeu,br BRA,31-163,90,1,0.0,1,100.0,0.4,5.0,9.0,55.6,19.0,7.0,47.4,40.3,3.0,0.0,18.3,13.0,2.0,15.4,0.0,9.0,82453
15,Atlético-MG,Goiás,Éverson,br BRA,32-360,90,3,0.0,3,100.0,1.1,2.0,6.0,33.3,18.0,6.0,27.8,32.8,7.0,14.3,25.0,15.0,1.0,6.7,0.0,10.6,72294
16,Palmeiras,Fortaleza,Wéverton,br BRA,35-221,90,6,1.0,5,100.0,2.3,3.0,4.0,75.0,14.0,3.0,21.4,33.8,9.0,11.1,27.8,4.0,0.0,0.0,0.0,16.0,71631
16,Fortaleza,Palmeiras,João Ricardo Riedi,br BRA,34-319,90,7,3.0,4,57.1,1.5,1.0,17.0,5.9,13.0,5.0,46.2,36.1,13.0,84.6,60.1,16.0,2.0,12.5,0.0,5.5,81881
16,Flamengo,América-MG,Matheus Cunha,br BRA,22-059,90,4,1.0,3,75.0,1.0,3.0,7.0,42.9,42.0,5.0,16.7,25.4,5.0,0.0,20.6,9.0,1.0,11.1,1.0,16.5,111690
16,América-MG,Flamengo,Mateus Pasinato,br BRA,31-024,90,7,1.0,6,85.7,2.3,6.0,12.0,50.0,18.0,3.0,44.4,39.3,6.0,66.7,42.2,29.0,1.0,3.4,0.0,9.0,87603
16,Cuiabá,São Paulo,Walter,br BRA,35-246,90,3,1.0,2,66.7,1.1,4.0,9.0,44.4,9.0,1.0,66.7,47.7,6.0,50.0,34.7,8.0,1.0,12.5,0.0,8.0,51413
16,São Paulo,Cuiabá,Rafael Pires,br BRA,34-029,90,6,2.0,4,83.3,2.2,6.0,10.0,60.0,23.0,3.0,30.4,34.9,8.0,37.5,31.9,12.0,0.0,0.0,2.0,22.0,68928
16,Bahia,Corinthians,Marcos Felipe,br BRA,27-100,90,1,0.0,1,100.0,0.2,0.0,1.0,0.0,15.0,5.0,6.7,22.2,2.0,0.0,25.5,12.0,1.0,8.3,0.0,12.0,85004
16,Corinthians,Bahia,Cássio,br BRA,36-046,90,4,0.0,4,100.0,0.8,6.0,14.0,42.9,18.0,4.0,50.0,39.3,11.0,45.5,33.2,26.0,0.0,0.0,0.0,,42234
16,Santos,Botafogo,João Paulo,br BRA,28-024,61,2,,2,,0.1,3.0,13.0,23.1,20.0,4.0,50.0,40.5,9.0,33.3,31.1,10.0,,,,,85425
16,Santos,Botafogo,Vladimir,br BRA,34-007,29,4,2.0,2,50.0,1.4,0.0,5.0,0.0,7.0,2.0,42.9,36.4,2.0,100.0,61.5,12.0,0.0,0.0,0.0,,69040
16,Botafogo,Santos,Lucas Perri,br BRA,25-225,90,2,2.0,0,0.0,1.3,2.0,3.0,66.7,18.0,6.0,16.7,23.0,5.0,0.0,21.0,8.0,2.0,25.0,1.0,17.0,91260
16,Cruzeiro,Goiás,Rafael Cabral,br BRA,33-064,90,2,1.0,1,50.0,0.2,1.0,1.0,100.0,11.0,2.0,9.1,23.4,3.0,0.0,27.7,10.0,0.0,0.0,0.0,4.0,68940
16,Goiás,Cruzeiro,Tadeu,br BRA,31-169,90,1,0.0,1,100.0,0.3,12.0,27.0,44.4,23.0,4.0,73.9,48.3,13.0,76.9,57.1,34.0,2.0,5.9,0.0,8.0,82453
16,Bragantino,Internacional,Cleiton Schwengber,br BRA,25-338,90,5,0.0,5,100.0,0.7,7.0,10.0,70.0,31.0,8.0,32.3,32.4,3.0,0.0,24.0,12.0,1.0,8.3,2.0,17.7,93882
16,Internacional,Bragantino,Sergio Rochet,uy URU,30-122,90,4,0.0,4,100.0,0.4,6.0,15.0,40.0,21.0,2.0,33.3,33.6,12.0,66.7,46.3,29.0,0.0,0.0,1.0,16.3,105949
16,Vasco,Athlético-PR,Leonardo César Jardim,br BRA,28-125,90,1,2.0,0,0.0,,,,,,,,,,,,,,,,,87008
16,Athlético-PR,Vasco,Bento,br BRA,24-043,90,2,0.0,2,100.0,0.4,2.0,12.0,16.7,11.0,3.0,72.7,49.6,13.0,30.8,31.7,26.0,1.0,3.8,0.0,4.0,105208
16,Grêmio,Atlético-MG,Gabriel Chapecó,br BRA,23-115,90,3,0.0,3,100.0,0.8,9.0,20.0,45.0,11.0,1.0,81.8,51.7,11.0,100.0,58.7,20.0,0.0,0.0,0.0,3.0,112616
16,Atlético-MG,Grêmio,Éverson,br BRA,33-000,90,2,1.0,1,50.0,0.7,1.0,6.0,16.7,14.0,3.0,35.7,29.9,5.0,20.0,21.4,8.0,0.0,0.0,2.0,12.3,72294
16,Coritiba,Fluminense,Gabriel,br BRA,30-300,90,3,0.0,3,100.0,0.5,8.0,22.0,36.4,22.0,4.0,63.6,48.2,14.0,57.1,40.3,24.0,1.0,4.2,0.0,6.5,70449
16,Fluminense,Coritiba,Fábio,br BRA,42-297,90,5,2.0,3,80.0,2.3,1.0,1.0,100.0,13.0,5.0,7.7,19.3,4.0,0.0,16.0,11.0,0.0,0.0,2.0,15.5,37656
17,Athlético-PR,Cruzeiro,Bento,br BRA,24-049,90,5,3.0,2,40.0,2.2,7.0,14.0,50.0,25.0,4.0,48.0,37.8,8.0,25.0,22.4,18.0,1.0,5.6,0.0,4.0,105208
17,Cruzeiro,Athlético-PR,Rafael Cabral,br BRA,33-070,90,6,3.0,3,66.7,2.6,7.0,19.0,36.8,23.0,6.0,30.4,34.2,12.0,100.0,58.2,12.0,2.0,16.7,0.0,6.0,68940
17,Internacional,Cuiabá,Sergio Rochet,uy URU,30-128,90,5,2.0,3,60.0,1.6,1.0,6.0,16.7,30.0,9.0,20.0,28.8,5.0,0.0,28.4,18.0,1.0,5.6,0.0,13.5,105949
17,Cuiabá,Internacional,Walter,br BRA,35-253,90,4,1.0,3,75.0,1.0,5.0,7.0,71.4,13.0,3.0,23.1,31.9,10.0,40.0,36.4,20.0,1.0,5.0,0.0,3.0,51413
17,Fluminense,Santos,Fábio,br BRA,42-302,90,0,0.0,0,,0.0,2.0,3.0,66.7,20.0,5.0,15.0,25.3,6.0,0.0,5.3,9.0,0.0,0.0,1.0,26.0,37656
17,Santos,Fluminense,João Paulo,br BRA,28-030,90,8,1.0,6,87.5,2.2,4.0,10.0,40.0,21.0,8.0,33.3,32.3,4.0,75.0,52.8,21.0,0.0,0.0,0.0,9.8,85425
17,Corinthians,Vasco,Cássio,br BRA,36-053,90,5,1.0,4,80.0,2.0,5.0,9.0,55.6,27.0,6.0,25.9,31.3,18.0,11.1,26.1,16.0,2.0,12.5,0.0,7.5,42234
17,Vasco,Corinthians,Leonardo César Jardim,br BRA,28-131,90,5,3.0,3,60.0,,,,,,,,,,,,,,,,,87008
17,Fortaleza,Bragantino,João Ricardo Riedi,br BRA,34-326,90,11,3.0,8,72.7,3.4,2.0,9.0,22.2,20.0,8.0,30.0,37.8,6.0,50.0,39.3,20.0,0.0,0.0,0.0,4.3,81881
17,Bragantino,Fortaleza,Cleiton Schwengber,br BRA,25-344,90,2,0.0,2,100.0,0.5,1.0,10.0,10.0,16.0,6.0,43.8,38.6,6.0,50.0,44.3,9.0,1.0,11.1,0.0,6.0,93882
17,São Paulo,Bahia,Rafael Pires,br BRA,34-037,90,2,0.0,2,100.0,0.2,3.0,9.0,33.3,23.0,6.0,21.7,27.8,7.0,57.1,48.7,8.0,0.0,0.0,4.0,30.2,68928
17,Bahia,São Paulo,Marcos Felipe,br BRA,27-108,90,11,0.0,10,100.0,3.3,11.0,20.0,55.0,38.0,5.0,44.7,37.1,3.0,100.0,60.7,17.0,0.0,0.0,0.0,9.0,85004
17,América-MG,Palmeiras,Mateus Pasinato,br BRA,31-032,90,7,4.0,3,42.9,2.0,2.0,7.0,28.6,28.0,6.0,25.0,29.4,3.0,0.0,28.7,10.0,2.0,20.0,2.0,14.2,87603
17,Palmeiras,América-MG,Wéverton,br BRA,35-229,90,7,1.0,6,85.7,1.2,4.0,17.0,23.5,39.0,6.0,25.6,32.1,8.0,87.5,56.8,14.0,1.0,7.1,0.0,4.0,71631
17,Botafogo,Coritiba,Lucas Perri,br BRA,25-232,90,5,1.0,4,80.0,0.5,7.0,8.0,87.5,24.0,11.0,29.2,33.2,2.0,50.0,43.0,14.0,2.0,14.3,0.0,7.0,91260
17,Coritiba,Botafogo,Gabriel,br BRA,30-306,90,7,4.0,3,42.9,1.7,0.0,5.0,0.0,19.0,6.0,15.8,28.5,6.0,33.3,26.3,18.0,2.0,11.1,0.0,6.6,70449
17,Goiás,Grêmio,Tadeu,br BRA,31-176,90,2,1.0,1,50.0,0.7,11.0,20.0,55.0,27.0,2.0,66.7,48.3,7.0,28.6,30.9,12.0,0.0,0.0,0.0,9.0,82453
17,Grêmio,Goiás,Gabriel Chapecó,br BRA,23-123,90,2,1.0,1,50.0,0.7,3.0,8.0,37.5,15.0,3.0,33.3,33.4,11.0,27.3,24.5,12.0,0.0,0.0,2.0,17.3,112616
17,Atlético-MG,Flamengo,Éverson,br BRA,33-007,90,5,2.0,3,60.0,2.5,5.0,10.0,50.0,19.0,5.0,42.1,34.5,3.0,66.7,42.7,2.0,0.0,0.0,0.0,8.0,72294
17,Flamengo,Atlético-MG,Matheus Cunha,br BRA,22-066,90,5,1.0,4,80.0,1.6,5.0,8.0,62.5,32.0,7.0,18.8,26.1,9.0,22.2,26.8,14.0,0.0,0.0,0.0,4.2,111690
18,Santos,Athlético-PR,João Paulo,br BRA,28-037,90,2,1.0,1,50.0,0.6,7.0,11.0,63.6,32.0,4.0,31.3,32.0,4.0,25.0,28.0,7.0,0.0,0.0,3.0,32.3,85425
18,Athlético-PR,Santos,Bento,br BRA,24-056,90,3,1.0,2,100.0,1.6,7.0,17.0,41.2,22.0,4.0,45.5,38.2,10.0,70.0,51.6,15.0,0.0,0.0,0.0,,105208
18,Goiás,Fortaleza,Tadeu,br BRA,31-182,90,6,0.0,6,100.0,1.0,7.0,12.0,58.3,28.0,8.0,35.7,38.6,3.0,66.7,48.0,24.0,1.0,4.2,0.0,10.0,82453
18,Fortaleza,Goiás,João Ricardo Riedi,br BRA,34-333,90,3,1.0,3,66.7,0.2,0.0,1.0,0.0,17.0,7.0,5.9,23.9,6.0,0.0,17.8,13.0,3.0,23.1,0.0,6.3,81881
18,Internacional,Corinthians,Sergio Rochet,uy URU,30-135,90,3,2.0,1,66.7,1.2,0.0,2.0,0.0,22.0,3.0,9.1,22.7,7.0,0.0,19.0,15.0,3.0,20.0,0.0,3.7,105949
18,Corinthians,Internacional,Cássio,br BRA,36-060,90,4,2.0,2,50.0,1.2,5.0,8.0,62.5,24.0,6.0,25.0,32.4,8.0,25.0,31.8,14.0,2.0,14.3,0.0,10.3,42234
18,São Paulo,Atlético-MG,Rafael Pires,br BRA,34-044,90,2,2.0,0,50.0,1.4,0.0,1.0,0.0,10.0,0.0,10.0,25.3,6.0,0.0,24.7,7.0,0.0,0.0,0.0,,68928
18,Atlético-MG,São Paulo,Matheus Mendes,br BRA,24-149,90,3,0.0,3,100.0,0.4,13.0,26.0,50.0,25.0,2.0,68.0,47.4,11.0,81.8,55.8,22.0,2.0,9.1,0.0,7.7,104383
18,Vasco,Grêmio,Leonardo César Jardim,br BRA,28-139,90,3,0.0,3,100.0,,,,,,,,,,,,,,,,,87008
18,Grêmio,Vasco,Gabriel Chapecó,br BRA,23-130,90,4,1.0,3,75.0,2.1,3.0,9.0,33.3,28.0,9.0,25.0,31.3,7.0,28.6,33.1,15.0,1.0,6.7,0.0,9.0,112616
18,Cruzeiro,Botafogo,Anderson,br BRA,25-154,90,1,0.0,1,100.0,0.0,3.0,6.0,50.0,15.0,3.0,33.3,32.5,3.0,33.3,32.3,3.0,0.0,0.0,0.0,10.0,102906
18,Botafogo,Cruzeiro,Lucas Perri,br BRA,25-239,90,4,0.0,4,100.0,1.9,2.0,11.0,18.2,23.0,7.0,30.4,30.7,4.0,100.0,66.3,25.0,0.0,0.0,1.0,24.0,91260
18,Bahia,América-MG,Marcos Felipe,br BRA,27-115,90,5,1.0,4,80.0,1.6,6.0,9.0,66.7,37.0,8.0,21.6,28.5,3.0,33.3,24.0,6.0,0.0,0.0,2.0,14.6,85004
18,América-MG,Bahia,Mateus Pasinato,br BRA,31-039,90,7,3.0,4,57.1,2.3,5.0,9.0,55.6,14.0,8.0,28.6,31.6,9.0,55.6,46.6,12.0,0.0,0.0,0.0,18.0,87603
18,Coritiba,Bragantino,Gabriel,br BRA,30-313,90,2,1.0,1,50.0,1.1,2.0,15.0,13.3,38.0,6.0,34.2,35.4,9.0,22.2,33.8,9.0,2.0,22.2,1.0,13.8,70449
18,Bragantino,Coritiba,Cleiton Schwengber,br BRA,25-352,90,1,0.0,1,100.0,0.2,6.0,22.0,27.3,23.0,4.0,69.6,54.6,11.0,54.5,40.8,20.0,2.0,10.0,2.0,13.1,93882
18,Cuiabá,Flamengo,Walter,br BRA,35-261,90,4,0.0,4,100.0,1.2,4.0,6.0,66.7,16.0,4.0,18.8,28.5,7.0,42.9,35.4,19.0,3.0,15.8,0.0,6.2,51413
18,Flamengo,Cuiabá,Matheus Cunha,br BRA,22-074,90,6,3.0,3,50.0,2.3,3.0,7.0,42.9,28.0,4.0,25.0,26.7,6.0,0.0,13.2,23.0,1.0,4.3,0.0,3.5,111690
18,Fluminense,Palmeiras,Fábio,br BRA,42-309,90,5,1.0,4,80.0,0.9,4.0,10.0,40.0,22.0,5.0,36.4,32.8,11.0,18.2,16.6,28.0,2.0,7.1,0.0,7.0,37656
18,Palmeiras,Fluminense,Wéverton,br BRA,35-235,90,5,2.0,3,80.0,1.9,5.0,12.0,41.7,31.0,4.0,35.5,33.8,4.0,25.0,34.3,4.0,1.0,25.0,1.0,21.7,71631
19,Atlético-MG,Bahia,Éverson,br BRA,33-022,90,5,0.0,5,100.0,0.4,6.0,14.0,42.9,26.0,1.0,46.2,41.8,4.0,50.0,47.8,21.0,1.0,4.8,0.0,11.0,72294
19,Bahia,Atlético-MG,Marcos Felipe,br BRA,27-122,90,4,1.0,3,75.0,1.7,2.0,6.0,33.3,19.0,5.0,21.1,24.6,5.0,40.0,35.2,6.0,1.0,16.7,1.0,14.0,85004
19,América-MG,Goiás,Matheus Cavichioli,br BRA,37-017,90,3,1.0,2,66.7,0.9,0.0,2.0,0.0,21.0,6.0,9.5,24.4,9.0,0.0,21.8,8.0,1.0,12.5,3.0,23.0,72580
19,Goiás,América-MG,Tadeu,br BRA,31-190,90,2,0.0,2,100.0,0.1,10.0,20.0,50.0,22.0,4.0,63.6,48.7,11.0,54.5,49.0,31.0,0.0,0.0,0.0,9.0,82453
19,Grêmio,Fluminense,Gabriel Chapecó,br BRA,23-137,90,7,1.0,6,85.7,1.9,6.0,18.0,33.3,20.0,7.0,55.0,39.7,9.0,77.8,52.7,25.0,1.0,4.0,0.0,11.0,112616
19,Fluminense,Grêmio,Fábio,br BRA,42-317,90,5,2.0,3,60.0,1.4,0.0,0.0,,16.0,3.0,0.0,16.6,6.0,0.0,18.5,11.0,0.0,0.0,0.0,10.0,37656
19,Corinthians,Coritiba,Cássio,br BRA,36-068,90,3,1.0,3,66.7,1.0,3.0,5.0,60.0,34.0,4.0,11.8,25.5,9.0,11.1,17.9,13.0,0.0,0.0,0.0,11.5,42234
19,Coritiba,Corinthians,Gabriel,br BRA,30-320,90,8,3.0,5,62.5,3.0,2.0,10.0,20.0,33.0,7.0,21.2,29.3,9.0,33.3,27.0,11.0,2.0,18.2,2.0,14.8,70449
19,Fortaleza,Santos,João Ricardo Riedi,br BRA,34-341,90,3,0.0,3,100.0,0.9,4.0,9.0,44.4,21.0,5.0,42.9,33.0,4.0,0.0,17.3,14.0,1.0,7.1,1.0,15.7,81881
19,Santos,Fortaleza,Vladimir,br BRA,34-028,90,10,4.0,7,60.0,2.8,3.0,10.0,30.0,16.0,10.0,6.3,25.8,12.0,75.0,53.8,23.0,0.0,0.0,0.0,6.0,69040
19,Flamengo,São Paulo,Matheus Cunha,br BRA,22-081,90,1,1.0,0,0.0,0.2,1.0,2.0,50.0,29.0,3.0,6.9,21.0,3.0,0.0,21.7,5.0,0.0,0.0,2.0,40.5,111690
19,São Paulo,Flamengo,Jandrei,br BRA,30-165,90,7,1.0,6,100.0,1.7,12.0,25.0,48.0,49.0,3.0,42.9,38.1,13.0,30.8,34.2,20.0,0.0,0.0,1.0,12.5,86508
19,Botafogo,Internacional,Lucas Perri,br BRA,25-245,90,4,1.0,3,75.0,1.7,7.0,15.0,46.7,29.0,2.0,44.8,34.4,5.0,40.0,37.0,10.0,0.0,0.0,3.0,17.8,91260
19,Internacional,Botafogo,Sergio Rochet,uy URU,30-142,90,10,3.0,8,70.0,1.7,2.0,15.0,13.3,23.0,2.0,52.2,38.5,6.0,50.0,41.8,21.0,2.0,9.5,2.0,11.9,105949
19,Palmeiras,Cruzeiro,Marcelo Lomba,br BRA,36-239,90,5,0.0,5,100.0,0.6,8.0,15.0,53.3,35.0,6.0,37.1,31.4,6.0,33.3,24.2,14.0,2.0,14.3,0.0,3.5,68872
19,Cruzeiro,Palmeiras,Rafael Cabral,br BRA,33-086,90,4,1.0,3,75.0,1.2,10.0,20.0,50.0,34.0,6.0,47.1,35.7,11.0,36.4,42.3,19.0,2.0,10.5,0.0,9.7,68940
19,Athlético-PR,Cuiabá,Bento,br BRA,24-066,90,1,0.0,1,100.0,0.2,4.0,15.0,26.7,18.0,3.0,44.4,39.3,12.0,58.3,53.3,11.0,1.0,9.1,0.0,8.0,105208
19,Cuiabá,Athlético-PR,Walter,br BRA,35-270,90,6,2.0,4,66.7,2.0,6.0,13.0,46.2,15.0,5.0,46.7,39.6,9.0,66.7,42.9,14.0,1.0,7.1,1.0,13.3,51413
19,Bragantino,Vasco,Cleiton Schwengber,br BRA,25-360,90,4,1.0,3,100.0,1.5,2.0,5.0,40.0,15.0,5.0,20.0,26.5,7.0,28.6,24.4,9.0,1.0,11.1,3.0,16.3,93882
19,Vasco,Bragantino,Leonardo César Jardim,br BRA,28-147,90,7,1.0,6,85.7,,,,,,,,,,,,,,,,,87008
20,São Paulo,Botafogo,Jandrei,br BRA,30-171,90,0,0.0,0,,0.0,5.0,19.0,26.3,38.0,4.0,39.5,35.0,11.0,36.4,36.6,6.0,0.0,0.0,0.0,11.0,86508
20,Botafogo,São Paulo,Lucas Perri,br BRA,25-252,90,4,0.0,4,100.0,0.8,9.0,20.0,45.0,26.0,4.0,69.2,46.8,2.0,100.0,67.5,13.0,0.0,0.0,2.0,23.5,91260
20,Internacional,Fortaleza,Sergio Rochet,uy URU,30-149,90,2,1.0,1,100.0,1.1,1.0,5.0,20.0,29.0,6.0,17.2,25.8,6.0,0.0,18.5,13.0,0.0,0.0,4.0,22.0,105949
20,Fortaleza,Internacional,João Ricardo Riedi,br BRA,34-347,90,5,0.0,5,100.0,0.3,8.0,23.0,34.8,16.0,3.0,75.0,46.2,12.0,91.7,53.3,26.0,1.0,3.8,1.0,11.0,81881
20,Cuiabá,Palmeiras,Walter,br BRA,35-274,90,5,2.0,3,60.0,1.2,2.0,5.0,40.0,16.0,4.0,6.3,26.4,7.0,57.1,44.4,13.0,0.0,0.0,0.0,,51413
20,Palmeiras,Cuiabá,Wéverton,br BRA,35-249,90,2,0.0,2,100.0,0.5,7.0,18.0,38.9,29.0,6.0,58.6,41.6,7.0,14.3,23.7,33.0,4.0,12.1,2.0,8.5,71631
20,Fluminense,América-MG,Fábio,br BRA,42-323,90,3,1.0,2,66.7,0.5,0.0,3.0,0.0,20.0,4.0,10.0,23.8,12.0,8.3,16.8,11.0,0.0,0.0,3.0,22.8,37656
20,América-MG,Fluminense,Matheus Cavichioli,br BRA,37-023,90,4,3.0,1,25.0,1.9,12.0,16.0,75.0,13.0,3.0,69.2,45.3,11.0,63.6,45.8,29.0,3.0,10.3,0.0,10.8,72580
20,Vasco,Atlético-MG,Leonardo César Jardim,br BRA,28-153,90,5,0.0,5,100.0,,,,,,,,,,,,,,,,,87008
20,Atlético-MG,Vasco,Éverson,br BRA,33-029,90,3,1.0,2,66.7,1.3,2.0,3.0,66.7,9.0,3.0,11.1,30.6,13.0,15.4,26.4,16.0,1.0,6.3,0.0,10.0,72294
20,Santos,Grêmio,João Paulo,br BRA,28-052,90,3,1.0,2,66.7,0.4,4.0,10.0,40.0,22.0,3.0,40.9,33.2,2.0,50.0,36.5,12.0,1.0,8.3,1.0,17.3,85425
20,Grêmio,Santos,Gabriel Chapecó,br BRA,23-144,90,7,2.0,5,71.4,1.6,8.0,17.0,47.1,17.0,3.0,58.8,42.3,11.0,63.6,38.9,26.0,1.0,3.8,0.0,10.3,112616
20,Bahia,Bragantino,Marcos Felipe,br BRA,27-129,90,7,0.0,7,100.0,0.7,10.0,23.0,43.5,33.0,6.0,54.5,42.9,6.0,83.3,51.5,13.0,0.0,0.0,0.0,11.0,85004
20,Bragantino,Bahia,Cleiton Schwengber,br BRA,26-001,90,5,4.0,1,20.0,2.1,1.0,10.0,10.0,21.0,6.0,42.9,37.0,4.0,25.0,29.5,11.0,0.0,0.0,3.0,19.3,93882
20,Coritiba,Flamengo,Gabriel,br BRA,30-327,90,4,3.0,1,50.0,2.3,7.0,15.0,46.7,21.0,4.0,52.4,44.6,12.0,33.3,33.5,9.0,2.0,22.2,3.0,17.7,70449
20,Flamengo,Coritiba,Matheus Cunha,br BRA,22-088,90,4,2.0,2,75.0,2.2,2.0,6.0,33.3,22.0,0.0,27.3,31.4,7.0,0.0,14.1,18.0,0.0,0.0,3.0,25.5,111690
20,Cruzeiro,Corinthians,Rafael Cabral,br BRA,33-091,90,2,1.0,1,50.0,0.7,6.0,10.0,60.0,22.0,6.0,31.8,32.8,9.0,33.3,33.1,15.0,1.0,6.7,0.0,3.0,68940
20,Corinthians,Cruzeiro,Cássio,br BRA,36-074,90,8,1.0,7,87.5,1.9,5.0,11.0,45.5,24.0,4.0,41.7,35.4,13.0,7.7,20.2,20.0,1.0,5.0,0.0,9.0,42234
20,Goiás,Athlético-PR,Tadeu,br BRA,31-198,90,5,1.0,4,80.0,2.0,14.0,22.0,63.6,27.0,3.0,51.9,44.0,12.0,66.7,54.1,16.0,1.0,6.3,0.0,5.5,82453
