scout,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,minimo_para_valorizar,gato_mestre,slug,apelido,apelido_abreviado,nome,foto
"{'A': 1, 'CA': 2, 'DS': 27, 'FC': 10, 'FF': 3, 'FS': 11}",101594,14,293,4,6,1.3,6.69,-0.42,3.36,12,0.86,"{'media_pontos_mandante': 2.9799999999999995, 'media_pontos_visitante': 3.6285714285714286, 'media_minutos_jogados': 71, 'minutos_jogados': 102, 'scouts': {'media': {'FS': 0.92, 'A': 0.08, 'DS': 2.25, 'FC': 0.83, 'CA': 0.17, 'FF': 0.25}, 'mandante': {'FS': 3, 'DS': 11, 'FC': 2, 'FF': 1}, 'visitante': {'FS': 8, 'A': 1, 'DS': 16, 'FC': 8, 'CA': 2, 'FF': 2}}}",hugo-moura,Hugo Moura,H. Moura,Hugo Moura Arruda da Silva,https://s.sde.globo.com/media/person_role/2023/02/28/photo_220x220_xmqFuth.png
"{'DS': 7, 'FC': 3, 'FF': 1, 'FS': 5}",111760,14,275,4,6,0.0,2.91,-0.05,1.2,9,0.0,"{'media_pontos_mandante': 1.02, 'media_pontos_visitante': 1.425, 'media_minutos_jogados': 27, 'minutos_jogados': 8, 'scouts': {'media': {'FS': 0.56, 'DS': 0.78, 'FC': 0.33, 'FF': 0.11}, 'mandante': {'FS': 2, 'DS': 3, 'FC': 1, 'FF': 1}, 'visitante': {'FS': 3, 'DS': 4, 'FC': 2}}}",fabinho,Fabinho,Fabinho,Fábio Silva de Freitas,https://s.sde.globo.com/media/person_role/2023/03/15/photo_220x220_6TfTz4T.png
"{'CA': 2, 'DS': 3, 'FC': 21, 'FD': 2, 'FF': 4, 'FS': 8, 'FT': 1, 'G': 4, 'PP': 1, 'PS': 1}",115959,14,275,5,6,0.0,7.04,-1.36,3.07,12,-0.08,"{'media_pontos_mandante': 2.34, 'media_pontos_visitante': 3.6, 'media_minutos_jogados': 34, 'minutos_jogados': 6, 'scouts': {'media': {'FS': 0.67, 'FT': 0.08, 'G': 0.33, 'DS': 0.25, 'FC': 1.75, 'CA': 0.17, 'PP': 0.08, 'FF': 0.33, 'FD': 0.17, 'PS': 0.08}, 'mandante': {'FS': 3, 'G': 1, 'DS': 2, 'FC': 10, 'FF': 2, 'FD': 1}, 'visitante': {'FS': 5, 'FT': 1, 'G': 3, 'DS': 1, 'FC': 11, 'CA': 2, 'PP': 1, 'FF': 2, 'FD': 1, 'PS': 1}}}",endrick,Endrick,Endrick,Endrick Felipe Moreira de Sousa,https://s.sde.globo.com/media/person_role/2023/03/15/photo_220x220_6tQjxwx.png
"{'DS': 1, 'FF': 1, 'FS': 1}",111759,14,275,5,6,0.0,2.64,0.0,1.25,2,2.5,"{'media_pontos_mandante': 0.8, 'media_pontos_visitante': 1.7, 'media_minutos_jogados': 14, 'minutos_jogados': 16, 'scouts': {'media': {'FS': 0.5, 'DS': 0.5, 'FF': 0.5}, 'mandante': {'FF': 1}, 'visitante': {'FS': 1, 'DS': 1}}}",giovani,Giovani,Giovani,Giovani Henrique Amorim da Silva,https://s.sde.globo.com/media/person_role/2023/03/15/photo_220x220_aPzreE2.png
"{'CA': 1, 'DS': 3, 'FC': 7, 'FD': 2, 'FF': 1, 'G': 1, 'I': 2, 'PS': 1}",113103,14,275,5,6,0.0,6.56,0.0,2.08,6,2.03,"{'media_pontos_mandante': 2.8999999999999995, 'media_pontos_visitante': 0.44999999999999996, 'media_minutos_jogados': 37, 'minutos_jogados': 39, 'scouts': {'media': {'G': 0.17, 'I': 0.33, 'DS': 0.5, 'FC': 1.17, 'CA': 0.17, 'FF': 0.17, 'FD': 0.33, 'PS': 0.17}, 'mandante': {'G': 1, 'DS': 2, 'FC': 4, 'CA': 1, 'FD': 2, 'PS': 1}, 'visitante': {'I': 2, 'DS': 1, 'FC': 3, 'FF': 1}}}",flaco-lopez,Flaco López,F. López,José Manuel Alberto López,https://s.sde.globo.com/media/person_role/2023/03/15/photo_220x220_V15s07E.png
{},85083,14,275,1,6,0.0,3.0,0.0,0.0,0,3.96,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 0, 'minutos_jogados': 0, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",vinicius-silvestre,Vinicius Silvestre,V. Silvestre,Vinicius Silvestre da Costa,https://s.sde.globo.com/media/person_role/2022/02/21/6b18b6e2028293647615790cb3edf11f_220x220.png
"{'A': 1, 'CA': 2, 'DS': 15, 'FC': 24, 'FD': 5, 'FF': 6, 'FS': 7, 'FT': 1, 'G': 3, 'GS': 1, 'I': 1, 'PC': 1, 'SG': 1}",72142,14,327,3,6,2.0,6.02,-1.54,5.27,11,1.31,"{'media_pontos_mandante': 4.68, 'media_pontos_visitante': 5.766666666666667, 'media_minutos_jogados': 81, 'minutos_jogados': 101, 'scouts': {'media': {'SG': 0.09, 'FS': 0.64, 'A': 0.09, 'FT': 0.09, 'G': 0.27, 'I': 0.09, 'DS': 1.36, 'FC': 2.18, 'CA': 0.18, 'GS': 0.09, 'FF': 0.55, 'FD': 0.45, 'PC': 0.09}, 'mandante': {'SG': 1, 'FS': 3, 'G': 2, 'DS': 4, 'FC': 11, 'CA': 2, 'GS': 1, 'FD': 2}, 'visitante': {'FS': 4, 'A': 1, 'FT': 1, 'G': 1, 'I': 1, 'DS': 11, 'FC': 13, 'FF': 6, 'FD': 3, 'PC': 1}}}",danilo-avelar,Danilo Avelar,D. Avelar,Danilo Fernando Avelar,https://s.sde.globo.com/media/person_role/2023/03/08/photo_220x220_TwK8xQJ.png
"{'CV': 1, 'DS': 2, 'FC': 1, 'FF': 2, 'FS': 3, 'PC': 1, 'SG': 1}",107225,14,275,2,6,0.0,2.59,0.0,1.55,4,-1.35,"{'media_pontos_mandante': 0.9, 'media_pontos_visitante': 1.7666666666666666, 'media_minutos_jogados': 65, 'minutos_jogados': 105, 'scouts': {'media': {'SG': 0.25, 'FS': 0.75, 'DS': 0.5, 'FC': 0.25, 'CV': 0.25, 'FF': 0.5, 'PC': 0.25}, 'mandante': {'DS': 1, 'FC': 1}, 'visitante': {'SG': 1, 'FS': 3, 'DS': 1, 'CV': 1, 'FF': 2, 'PC': 1}}}",gustavo-garcia,Gustavo Garcia,G. Garcia,Gustavo Garcia dos Santos,https://s.sde.globo.com/media/person_role/2023/03/15/photo_220x220_9hMRqkt.png
"{'A': 1, 'CA': 1, 'DS': 16, 'FC': 7, 'FF': 2, 'FS': 17, 'GC': 1, 'SG': 1}",86864,14,327,2,6,3.9,5.79,0.64,3.69,9,2.78,"{'media_pontos_mandante': 3.8249999999999997, 'media_pontos_visitante': 3.5799999999999996, 'media_minutos_jogados': 81, 'minutos_jogados': 84, 'scouts': {'media': {'SG': 0.11, 'FS': 1.89, 'A': 0.11, 'DS': 1.78, 'FC': 0.78, 'GC': 0.11, 'CA': 0.11, 'FF': 0.22}, 'mandante': {'SG': 1, 'FS': 7, 'DS': 10, 'FC': 4, 'GC': 1, 'CA': 1}, 'visitante': {'FS': 10, 'A': 1, 'DS': 6, 'FC': 3, 'FF': 2}}}",marlon,Marlon,Marlon,Marlon Matheus Lopes do Nascimento,https://s.sde.globo.com/media/person_role/2023/03/08/photo_220x220_9jhAK26.png
"{'A': 2, 'CA': 4, 'DS': 14, 'FC': 8, 'FD': 2, 'FF': 4, 'FS': 17, 'FT': 2, 'G': 1, 'I': 3}",91151,14,327,5,6,4.4,9.08,-0.46,4.38,11,3.09,"{'media_pontos_mandante': 4.38, 'media_pontos_visitante': 4.383333333333333, 'media_minutos_jogados': 74, 'minutos_jogados': 67, 'scouts': {'media': {'FS': 1.55, 'A': 0.18, 'FT': 0.18, 'G': 0.09, 'I': 0.27, 'DS': 1.27, 'FC': 0.73, 'CA': 0.36, 'FF': 0.36, 'FD': 0.18}, 'mandante': {'FS': 5, 'A': 2, 'I': 1, 'DS': 7, 'FC': 3, 'FF': 1, 'FD': 1}, 'visitante': {'FS': 12, 'FT': 2, 'G': 1, 'I': 2, 'DS': 7, 'FC': 5, 'CA': 4, 'FF': 3, 'FD': 1}}}",everaldo,Everaldo,Everaldo,Everaldo Silva do Nascimento,https://s.sde.globo.com/media/person_role/2022/02/25/561f3ca4238e82e1b2e1479a1a66c551_220x220.png
"{'CA': 4, 'CV': 1, 'DS': 16, 'FC': 15, 'FF': 1, 'FS': 2, 'I': 2}",91203,14,327,3,6,-0.6,2.38,-1.0,1.17,8,-0.42,"{'media_pontos_mandante': 1.05, 'media_pontos_visitante': 1.2, 'media_minutos_jogados': 102, 'minutos_jogados': 101, 'scouts': {'media': {'FS': 0.25, 'I': 0.25, 'DS': 2, 'FC': 1.88, 'CA': 0.5, 'CV': 0.12, 'FF': 0.12}, 'mandante': {'FS': 1, 'I': 1, 'DS': 3, 'FC': 3, 'CA': 1}, 'visitante': {'FS': 1, 'I': 1, 'DS': 13, 'FC': 12, 'CA': 3, 'CV': 1, 'FF': 1}}}",eder,Éder,Éder,Éder Ferreira Graminho,https://s.sde.globo.com/media/person_role/2022/02/24/e0b5f4c6647fe1b42922ddb4458dade0_220x220.png
{},96754,14,275,4,5,0.0,5.0,0.0,0.0,0,6.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 0, 'minutos_jogados': 0, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",atuesta,Atuesta,Atuesta,Eduard Andrés Atuesta Velasco,https://s.sde.globo.com/media/person_role/2023/03/15/photo_220x220_haNtwOK.png
{},113159,14,275,3,6,0.0,2.0,0.0,0.0,0,2.54,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 0, 'minutos_jogados': 0, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",michel,Michel,Michel,Michel Augusto Modesto Rafael dos Santos,https://s.sde.globo.com/media/person_role/2022/04/06/2e58e6fda93f2529e843b6dacea39be3_220x220.png
"{'A': 1, 'CA': 1, 'DS': 8, 'FC': 7, 'FD': 2, 'FF': 5, 'FS': 19, 'FT': 1, 'I': 3}",93550,14,327,4,6,0.0,7.7,0.0,5.02,6,6.06,"{'media_pontos_mandante': 5.5, 'media_pontos_visitante': 4.533333333333333, 'media_minutos_jogados': 74, 'minutos_jogados': 50, 'scouts': {'media': {'FS': 3.17, 'A': 0.17, 'FT': 0.17, 'I': 0.5, 'DS': 1.33, 'FC': 1.17, 'CA': 0.17, 'FF': 0.83, 'FD': 0.33}, 'mandante': {'FS': 10, 'FT': 1, 'I': 2, 'DS': 4, 'FC': 3, 'FF': 3, 'FD': 2}, 'visitante': {'FS': 9, 'A': 1, 'I': 1, 'DS': 4, 'FC': 4, 'CA': 1, 'FF': 2}}}",benitez,Benítez,Benítez,Martín Nicolás Benítez,https://s.sde.globo.com/media/person_role/2023/03/07/photo_220x220_wkFNeGE.png
"{'FC': 2, 'FD': 2, 'FF': 5, 'G': 1, 'I': 1, 'PP': 1}",38279,14,327,5,6,0.0,3.4,-0.23,1.62,6,0.01,"{'media_pontos_mandante': 2.4250000000000003, 'media_pontos_visitante': 0, 'media_minutos_jogados': 31, 'minutos_jogados': 34, 'scouts': {'media': {'G': 0.17, 'I': 0.17, 'FC': 0.33, 'PP': 0.17, 'FF': 0.83, 'FD': 0.33}, 'mandante': {'G': 1, 'I': 1, 'FC': 2, 'PP': 1, 'FF': 5, 'FD': 2}, 'visitante': {}}}",wellington-paulista,Wellington Paulista,W. Paulista,Wellington Pereira do Nascimento,https://s.sde.globo.com/media/person_role/2023/03/08/photo_220x220_8mUcFok.png
"{'DS': 1, 'FC': 1, 'FD': 1, 'FF': 2, 'FS': 1, 'G': 2, 'I': 1}",102561,14,327,5,6,0.0,5.94,0.0,6.7,3,11.88,"{'media_pontos_mandante': 2.1, 'media_pontos_visitante': 9, 'media_minutos_jogados': 54, 'minutos_jogados': 63, 'scouts': {'media': {'FS': 0.33, 'G': 0.67, 'I': 0.33, 'DS': 0.33, 'FC': 0.33, 'FF': 0.67, 'FD': 0.33}, 'mandante': {'DS': 1, 'FC': 1, 'FD': 1}, 'visitante': {'FS': 1, 'G': 2, 'I': 1, 'FF': 2}}}",mastriani,Mastriani,Mastriani,Gonzalo Mathías Mastriani Borges,https://s.sde.globo.com/media/person_role/2023/03/08/photo_220x220_vHe1goh.png
"{'A': 3, 'CA': 1, 'DS': 14, 'FC': 15, 'FD': 2, 'FF': 5, 'FS': 26, 'FT': 1}",103388,14,327,4,6,5.9,6.03,-0.28,3.75,13,4.19,"{'media_pontos_mandante': 3.0833333333333335, 'media_pontos_visitante': 4.314285714285714, 'media_minutos_jogados': 63, 'minutos_jogados': 101, 'scouts': {'media': {'FS': 2, 'A': 0.23, 'FT': 0.08, 'DS': 1.08, 'FC': 1.15, 'CA': 0.08, 'FF': 0.38, 'FD': 0.15}, 'mandante': {'FS': 4, 'A': 2, 'FT': 1, 'DS': 4, 'FC': 7, 'FF': 1}, 'visitante': {'FS': 22, 'A': 1, 'DS': 10, 'FC': 8, 'CA': 1, 'FF': 4, 'FD': 2}}}",emmanuel-martinez,Emmanuel Martínez,E. Martínez,Leandro Emmanuel Martínez,https://s.sde.globo.com/media/person_role/2022/08/13/68f9c27625c8107e59119604bba5e322_220x220.png
"{'DS': 7, 'FC': 11, 'FD': 3, 'FF': 5, 'FS': 12, 'FT': 1, 'G': 1, 'I': 1}",60825,14,327,5,6,0.0,4.66,0.0,2.45,12,1.3,"{'media_pontos_mandante': 3.6571428571428575, 'media_pontos_visitante': 0.8, 'media_minutos_jogados': 64, 'minutos_jogados': 62, 'scouts': {'media': {'FS': 1, 'FT': 0.08, 'G': 0.08, 'I': 0.08, 'DS': 0.58, 'FC': 0.92, 'FF': 0.42, 'FD': 0.25}, 'mandante': {'FS': 10, 'FT': 1, 'G': 1, 'I': 1, 'DS': 7, 'FC': 9, 'FF': 2, 'FD': 2}, 'visitante': {'FS': 2, 'FC': 2, 'FF': 3, 'FD': 1}}}",felipe-azevedo,Felipe Azevedo,F. Azevedo,Felipe Azevedo dos Santos,https://s.sde.globo.com/media/person_role/2023/03/08/photo_220x220_cX2MCU4.png
"{'CA': 1, 'DS': 5, 'FC': 6, 'FS': 4}",79334,14,327,3,5,0.0,2.01,0.0,1.04,5,0.55,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 72, 'minutos_jogados': 22, 'scouts': {'media': {'FS': 0.8, 'DS': 1, 'FC': 1.2, 'CA': 0.2}, 'mandante': {'FS': 1, 'DS': 3, 'FC': 4, 'CA': 1}, 'visitante': {'FS': 3, 'DS': 2, 'FC': 2}}}",ricardo-silva,Ricardo Silva,R. Silva,Ricardo César Dantas da Silva,https://s.sde.globo.com/media/person_role/2021/06/04/a95541b4ee84849f6e060a780b86704d_220x220.png
"{'FC': 3, 'FD': 1, 'FF': 1, 'FS': 1, 'FT': 1, 'I': 1, 'PC': 1}",68773,14,327,5,6,0.0,3.0,-0.37,0.88,4,0.03,"{'media_pontos_mandante': 1.9000000000000001, 'media_pontos_visitante': -0.15, 'media_minutos_jogados': 45, 'minutos_jogados': 67, 'scouts': {'media': {'FS': 0.25, 'FT': 0.25, 'I': 0.25, 'FC': 0.75, 'FF': 0.25, 'FD': 0.25, 'PC': 0.25}, 'mandante': {'FS': 1, 'FT': 1, 'I': 1, 'FC': 2, 'FF': 1, 'FD': 1, 'PC': 1}, 'visitante': {'FC': 1}}}",henrique-almeida,Henrique Almeida,H. Almeida,Henrique Almeida Caixeta Nascentes,https://s.sde.globo.com/media/person_role/2022/02/25/f952435e80bcd6628e6480a7ad0ed047_220x220.png
"{'CA': 3, 'DS': 8, 'FC': 14, 'FD': 2, 'FF': 4, 'FS': 1, 'I': 1}",89226,14,327,3,6,1.8,2.2,-0.08,0.7,12,1.33,"{'media_pontos_mandante': 0.5833333333333333, 'media_pontos_visitante': 0.8166666666666668, 'media_minutos_jogados': 85, 'minutos_jogados': 101, 'scouts': {'media': {'FS': 0.08, 'I': 0.08, 'DS': 0.67, 'FC': 1.17, 'CA': 0.25, 'FF': 0.33, 'FD': 0.17}, 'mandante': {'I': 1, 'DS': 4, 'FC': 6, 'CA': 1, 'FF': 2}, 'visitante': {'FS': 1, 'DS': 4, 'FC': 8, 'CA': 2, 'FF': 2, 'FD': 2}}}",iago-maidana,Iago Maidana,I. Maidana,Iago Justen Maidana Martins,https://s.sde.globo.com/media/person_role/2022/02/24/ac60436f13f7ce52c62ccb9b8d4ac384_220x220.png
"{'CA': 1, 'DS': 14, 'FC': 11, 'FD': 3, 'FF': 2, 'FS': 11, 'G': 2, 'I': 1, 'PS': 1}",82381,14,327,4,6,9.7,7.14,1.67,2.87,14,7.0,"{'media_pontos_mandante': 3.142857142857143, 'media_pontos_visitante': 2.5857142857142854, 'media_minutos_jogados': 88, 'minutos_jogados': 80, 'scouts': {'media': {'FS': 0.79, 'G': 0.14, 'I': 0.07, 'DS': 1, 'FC': 0.79, 'CA': 0.07, 'FF': 0.14, 'FD': 0.21, 'PS': 0.07}, 'mandante': {'FS': 7, 'G': 1, 'I': 1, 'DS': 9, 'FC': 8, 'CA': 1, 'FF': 1, 'FD': 2}, 'visitante': {'FS': 4, 'G': 1, 'DS': 5, 'FC': 3, 'FF': 1, 'FD': 1, 'PS': 1}}}",juninho,Juninho,Juninho,Adilson dos Anjos Oliveira,https://s.sde.globo.com/media/person_role/2023/03/08/photo_220x220_ek7YW7J.png
"{'A': 1, 'CA': 3, 'DS': 2, 'FC': 18, 'FD': 7, 'FF': 10, 'FS': 8, 'FT': 4, 'G': 3, 'I': 6}",73850,14,327,5,6,0.0,7.85,0.0,4.57,12,-0.31,"{'media_pontos_mandante': 4.400000000000001, 'media_pontos_visitante': 4.733333333333333, 'media_minutos_jogados': 65, 'minutos_jogados': 39, 'scouts': {'media': {'FS': 0.67, 'A': 0.08, 'FT': 0.33, 'G': 0.25, 'I': 0.5, 'DS': 0.17, 'FC': 1.5, 'CA': 0.25, 'FF': 0.83, 'FD': 0.58}, 'mandante': {'FS': 5, 'FT': 3, 'G': 1, 'I': 2, 'DS': 2, 'FC': 11, 'CA': 2, 'FF': 8, 'FD': 3}, 'visitante': {'FS': 3, 'A': 1, 'FT': 1, 'G': 2, 'I': 4, 'FC': 7, 'CA': 1, 'FF': 2, 'FD': 4}}}",aloisio,Aloísio,Aloísio,Aloísio dos Santos Gonçalves,https://s.sde.globo.com/media/person_role/2022/03/31/a411b722d7d0edc88f871c1a48191dc1_220x220.png
"{'CA': 3, 'DS': 7, 'FC': 10, 'FD': 1, 'FF': 1, 'FS': 1}",95662,14,327,4,6,-1.3,2.11,-0.14,0.45,11,-0.92,"{'media_pontos_mandante': 0.18333333333333332, 'media_pontos_visitante': 0.7600000000000001, 'media_minutos_jogados': 76, 'minutos_jogados': 51, 'scouts': {'media': {'FS': 0.09, 'DS': 0.64, 'FC': 0.91, 'CA': 0.27, 'FF': 0.09, 'FD': 0.09}, 'mandante': {'DS': 3, 'FC': 5, 'CA': 1}, 'visitante': {'FS': 1, 'DS': 4, 'FC': 5, 'CA': 2, 'FF': 1, 'FD': 1}}}",lucas-kal,Lucas Kal,L. Kal,Lucas Kal Schenfeld Progioli,https://s.sde.globo.com/media/person_role/2022/02/24/38a9d99d34c06f3714df211deaf2bd0f_220x220.png
{},94263,14,327,4,6,0.0,7.0,0.0,0.0,0,9.64,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 0, 'minutos_jogados': 0, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",dada-belmonte,Dadá Belmonte,D. Belmonte,Adaílson Freire Pereira da Silva,https://s.sde.globo.com/media/person_role/2023/03/06/photo_220x220_qwUFc0E.png
"{'DS': 2, 'FC': 2, 'FD': 3, 'FF': 1, 'FS': 7, 'I': 1}",93886,14,327,4,6,0.7,3.86,-0.98,2.4,4,0.52,"{'media_pontos_mandante': 0.5, 'media_pontos_visitante': 3.033333333333333, 'media_minutos_jogados': 48, 'minutos_jogados': 21, 'scouts': {'media': {'FS': 1.75, 'I': 0.25, 'DS': 0.5, 'FC': 0.5, 'FF': 0.25, 'FD': 0.75}, 'mandante': {'FS': 1}, 'visitante': {'FS': 6, 'I': 1, 'DS': 2, 'FC': 2, 'FF': 1, 'FD': 3}}}",matheusinho,Matheusinho,Matheusinho,Matheus Leonardo Sales Cardoso,https://s.sde.globo.com/media/person_role/2022/02/24/d160f8f8c1464cbcc27b4195e6255175_220x220.png
"{'CA': 2, 'DS': 2, 'FC': 3, 'FD': 4, 'FF': 1, 'FS': 1, 'I': 3}",68952,14,356,5,7,2.6,2.81,-0.11,1.06,5,1.92,"{'media_pontos_mandante': 1.5999999999999999, 'media_pontos_visitante': 0.25, 'media_minutos_jogados': 29, 'minutos_jogados': 30, 'scouts': {'media': {'FS': 0.2, 'I': 0.6, 'DS': 0.4, 'FC': 0.6, 'CA': 0.4, 'FF': 0.2, 'FD': 0.8}, 'mandante': {'FS': 1, 'I': 3, 'DS': 2, 'FC': 2, 'CA': 2, 'FD': 4}, 'visitante': {'FC': 1, 'FF': 1}}}",marinho,Marinho,Marinho,Mário Sérgio Santos Costa,https://s.sde.globo.com/media/person_role/2023/06/20/photo_220x220.png
"{'A': 1, 'CA': 1, 'DS': 9, 'FC': 11, 'FD': 1, 'FF': 2, 'FS': 2, 'G': 1, 'SG': 3}",52827,14,262,3,7,0.6,6.87,-0.78,4.25,9,0.37,"{'media_pontos_mandante': 4.48, 'media_pontos_visitante': 3.975, 'media_minutos_jogados': 81, 'minutos_jogados': 104, 'scouts': {'media': {'SG': 0.33, 'FS': 0.22, 'A': 0.11, 'G': 0.11, 'DS': 1, 'FC': 1.22, 'CA': 0.11, 'FF': 0.22, 'FD': 0.11}, 'mandante': {'SG': 3, 'FS': 1, 'DS': 5, 'FC': 3, 'CA': 1, 'FF': 2, 'FD': 1}, 'visitante': {'FS': 1, 'A': 1, 'G': 1, 'DS': 4, 'FC': 8}}}",david-luiz,David Luiz,D. Luiz,David Luiz Moreira Marinho,https://s.sde.globo.com/media/person_role/2023/04/11/photo_220x220_8l0cfjh.png
"{'DE': 17, 'FS': 1, 'GS': 8, 'SG': 2}",69012,14,262,1,6,0.0,9.47,0.0,3.25,6,5.55,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 91, 'minutos_jogados': 100, 'scouts': {'media': {'SG': 0.33, 'FS': 0.17, 'DE': 2.83, 'GS': 1.33}, 'mandante': {'SG': 2, 'FS': 1, 'DE': 9, 'GS': 3}, 'visitante': {'DE': 8, 'GS': 5}}}",santos,Santos,Santos,Aderbar Melo dos Santos Neto,https://s.sde.globo.com/media/person_role/2023/04/11/photo_220x220_4U42mWk.png
"{'DS': 3, 'FC': 10, 'FD': 1, 'FF': 1, 'FS': 1, 'SG': 1}",86143,14,327,3,6,0.0,2.82,0.0,1.16,7,0.21,"{'media_pontos_mandante': 1.8, 'media_pontos_visitante': 0.3, 'media_minutos_jogados': 80, 'minutos_jogados': 11, 'scouts': {'media': {'SG': 0.14, 'FS': 0.14, 'DS': 0.43, 'FC': 1.43, 'FF': 0.14, 'FD': 0.14}, 'mandante': {'SG': 1, 'FS': 1, 'DS': 2, 'FC': 9, 'FF': 1, 'FD': 1}, 'visitante': {'DS': 1, 'FC': 1}}}",wanderson,Wanderson,Wanderson,Wanderson Santos Pereira,https://s.sde.globo.com/media/person_role/2023/03/10/photo_220x220_b5qzoWm.png
{'FC': 2},95127,14,327,2,6,0.0,3.02,0.0,-0.3,2,-1.5,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 61, 'minutos_jogados': 34, 'scouts': {'media': {'FC': 1}, 'mandante': {}, 'visitante': {'FC': 2}}}",nicolas,Nicolas,Nicolas,Nicolas Vichiatto da Silva,https://s.sde.globo.com/media/person_role/2023/03/10/photo_220x220_tTV7wrP.png
{'FS': 1},115563,14,327,4,6,0.0,2.14,0.0,0.25,2,0.72,"{'media_pontos_mandante': 0.25, 'media_pontos_visitante': 0, 'media_minutos_jogados': 17, 'minutos_jogados': 17, 'scouts': {'media': {'FS': 0.5}, 'mandante': {'FS': 1}, 'visitante': {}}}",rodriguinho,Rodriguinho,Rodriguinho,Rodrigo Henrique Santos de Souza,https://s.sde.globo.com/media/person_role/2022/02/24/cbc12bdc877ddabea0be444ea145a8d6_220x220.png
"{'DS': 2, 'FC': 6, 'FS': 2}",115562,14,327,2,6,0.0,3.25,0.0,1.6,1,4.07,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 106, 'minutos_jogados': 106, 'scouts': {'media': {'FS': 2, 'DS': 2, 'FC': 6}, 'mandante': {}, 'visitante': {'FS': 2, 'DS': 2, 'FC': 6}}}",arthur,Arthur,Arthur,Arthur Augusto de Matos Soares,https://s.sde.globo.com/media/person_role/2023/03/07/photo_220x220_uV8Y9vj.png
"{'CA': 1, 'DS': 19, 'FC': 7, 'FF': 1, 'FS': 11, 'G': 3, 'I': 1, 'SG': 5}",83528,14,262,3,7,0.0,14.37,0.0,6.24,12,3.95,"{'media_pontos_mandante': 9.428571428571429, 'media_pontos_visitante': 1.78, 'media_minutos_jogados': 81, 'minutos_jogados': 31, 'scouts': {'media': {'SG': 0.42, 'FS': 0.92, 'G': 0.25, 'I': 0.08, 'DS': 1.58, 'FC': 0.58, 'CA': 0.08, 'FF': 0.08}, 'mandante': {'SG': 5, 'FS': 9, 'G': 3, 'DS': 11, 'FC': 5, 'FF': 1}, 'visitante': {'FS': 2, 'I': 1, 'DS': 8, 'FC': 2, 'CA': 1}}}",leo-pereira,Léo Pereira,L. Pereira,Leonardo Pereira,https://s.sde.globo.com/media/person_role/2023/04/11/photo_220x220_Wclql1X.png
"{'DS': 3, 'FC': 1}",115998,14,327,5,5,0.0,2.43,0.0,1.65,2,2.07,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 34, 'minutos_jogados': 34, 'scouts': {'media': {'DS': 1.5, 'FC': 0.5}, 'mandante': {'DS': 1, 'FC': 1}, 'visitante': {'DS': 2}}}",adyson,Adyson,Adyson,Adyson do Nascimento Soares,https://s.sde.globo.com/media/person_role/2022/02/25/816e31c3a9501bc4cafc2ef28de0e625_220x220.png
{},111172,14,327,1,6,0.0,2.0,0.0,0.0,0,2.54,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 0, 'minutos_jogados': 0, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",robson,Robson,Robson,Robson Luiz dos Santos Nascimento,https://s.sde.globo.com/media/person_role/2021/06/04/4ae813551a7112d688190602a630a0b1_220x220.png
"{'DS': 1, 'FD': 2, 'FF': 5, 'FS': 2, 'I': 2}",102299,14,327,5,6,0.0,3.87,0.0,2.1,4,3.14,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 42, 'minutos_jogados': 65, 'scouts': {'media': {'FS': 0.5, 'I': 0.5, 'DS': 0.25, 'FF': 1.25, 'FD': 0.5}, 'mandante': {'FS': 1, 'I': 2, 'FF': 5, 'FD': 1}, 'visitante': {'FS': 1, 'DS': 1, 'FD': 1}}}",mikael,Mikael,Mikael,Mikael Filipe Viana,https://s.sde.globo.com/media/person_role/2023/03/10/photo_220x220_lQhctpS.png
