scout,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,minimo_para_valorizar,gato_mestre,slug,apelido,apelido_abreviado,nome,foto
"{'A': 1, 'CA': 3, 'DE': 43, 'DP': 1, 'FC': 2, 'FS': 1, 'GS': 16, 'SG': 4}",105208,14,293,1,7,4.0,10.12,-0.34,4.3,13,2.81,"{'media_pontos_mandante': 3.9499999999999997, 'media_pontos_visitante': 4.6000000000000005, 'media_minutos_jogados': 101, 'minutos_jogados': 102, 'scouts': {'media': {'SG': 0.31, 'FS': 0.08, 'A': 0.08, 'FC': 0.15, 'CA': 0.23, 'DE': 3.31, 'DP': 0.08, 'GS': 1.23}, 'mandante': {'SG': 3, 'FC': 1, 'CA': 1, 'DE': 15, 'GS': 5}, 'visitante': {'SG': 1, 'FS': 1, 'A': 1, 'FC': 1, 'CA': 2, 'DE': 28, 'DP': 1, 'GS': 11}}}",bento,Bento,Bento,Bento Matheus Krepski,https://s.sde.globo.com/media/person_role/2023/02/28/photo_220x220_7ROEp8B.png
"{'A': 2, 'CA': 4, 'CV': 1, 'DS': 2, 'FC': 19, 'FD': 16, 'FF': 17, 'FS': 41, 'G': 6, 'I': 6, 'PS': 1}",39148,14,282,5,7,0.0,17.78,0.0,8.45,12,7.74,"{'media_pontos_mandante': 9.040000000000001, 'media_pontos_visitante': 8.028571428571428, 'media_minutos_jogados': 93, 'minutos_jogados': 102, 'scouts': {'media': {'FS': 3.42, 'A': 0.17, 'G': 0.5, 'I': 0.5, 'DS': 0.17, 'FC': 1.58, 'CA': 0.33, 'CV': 0.08, 'FF': 1.42, 'FD': 1.33, 'PS': 0.08}, 'mandante': {'FS': 16, 'A': 1, 'G': 3, 'I': 2, 'DS': 1, 'FC': 8, 'CA': 1, 'CV': 1, 'FF': 8, 'FD': 6}, 'visitante': {'FS': 25, 'A': 1, 'G': 3, 'I': 4, 'DS': 1, 'FC': 11, 'CA': 3, 'FF': 9, 'FD': 10, 'PS': 1}}}",hulk,Hulk,Hulk,Givanildo Vieira de Souza,https://s.sde.globo.com/media/person_role/2023/03/31/photo_220x220_VrWmS3u.png
"{'A': 2, 'CA': 3, 'DS': 13, 'FC': 18, 'FD': 8, 'FF': 9, 'FS': 27, 'FT': 1, 'G': 7, 'I': 3}",114802,14,293,5,7,0.0,13.41,0.0,8.17,13,8.94,"{'media_pontos_mandante': 9.342857142857143, 'media_pontos_visitante': 6.8, 'media_minutos_jogados': 75, 'minutos_jogados': 105, 'scouts': {'media': {'FS': 2.08, 'A': 0.15, 'FT': 0.08, 'G': 0.54, 'I': 0.23, 'DS': 1, 'FC': 1.38, 'CA': 0.23, 'FF': 0.69, 'FD': 0.62}, 'mandante': {'FS': 13, 'A': 2, 'FT': 1, 'G': 4, 'I': 1, 'DS': 8, 'FC': 12, 'CA': 2, 'FF': 5, 'FD': 5}, 'visitante': {'FS': 14, 'G': 3, 'I': 2, 'DS': 5, 'FC': 6, 'CA': 1, 'FF': 4, 'FD': 3}}}",vitor-roque,Vitor Roque,V. Roque,Vitor Hugo Roque Ferreira,https://s.sde.globo.com/media/person_role/2023/02/28/photo_220x220_0B2D0LR.png
"{'CA': 4, 'DS': 16, 'FC': 10, 'FF': 3, 'FS': 6, 'SG': 4}",97468,14,263,2,7,4.6,10.01,-0.83,6.27,6,3.3,"{'media_pontos_mandante': 7.6000000000000005, 'media_pontos_visitante': 4.933333333333333, 'media_minutos_jogados': 93, 'minutos_jogados': 50, 'scouts': {'media': {'SG': 0.67, 'FS': 1, 'DS': 2.67, 'FC': 1.67, 'CA': 0.67, 'FF': 0.5}, 'mandante': {'SG': 3, 'FS': 4, 'DS': 8, 'FC': 6, 'CA': 2}, 'visitante': {'SG': 1, 'FS': 2, 'DS': 8, 'FC': 4, 'CA': 2, 'FF': 3}}}",marcal,Marçal,Marçal,Fernando Marçal de Oliveira,https://s.sde.globo.com/media/person_role/2023/03/07/photo_220x220_lpafgKV.png
"{'A': 4, 'CA': 5, 'DS': 8, 'FC': 18, 'FD': 5, 'FF': 13, 'FS': 25, 'G': 10, 'I': 9, 'PP': 1}",84042,14,263,5,7,-1.1,18.69,-2.02,9.48,13,-1.12,"{'media_pontos_mandante': 10.799999999999999, 'media_pontos_visitante': 8.342857142857143, 'media_minutos_jogados': 90, 'minutos_jogados': 88, 'scouts': {'media': {'FS': 1.92, 'A': 0.31, 'G': 0.77, 'I': 0.69, 'DS': 0.62, 'FC': 1.38, 'CA': 0.38, 'PP': 0.08, 'FF': 1, 'FD': 0.38}, 'mandante': {'FS': 10, 'A': 2, 'G': 5, 'I': 2, 'DS': 7, 'FC': 8, 'CA': 2, 'PP': 1, 'FF': 8, 'FD': 3}, 'visitante': {'FS': 15, 'A': 2, 'G': 5, 'I': 7, 'DS': 1, 'FC': 10, 'CA': 3, 'FF': 5, 'FD': 2}}}",tiquinho-soares,Tiquinho Soares,T. Soares,Francisco das Chagas Soares dos Santos Meireles,https://s.sde.globo.com/media/person_role/2023/03/07/photo_220x220_TbDAa67.png
"{'A': 1, 'CA': 4, 'DS': 30, 'FC': 18, 'FD': 4, 'FF': 5, 'FS': 11, 'FT': 1, 'G': 2, 'I': 3, 'SG': 5}",94968,14,280,2,7,11.0,11.37,0.67,6.89,13,7.78,"{'media_pontos_mandante': 8.057142857142857, 'media_pontos_visitante': 5.533333333333332, 'media_minutos_jogados': 94, 'minutos_jogados': 97, 'scouts': {'media': {'SG': 0.38, 'FS': 0.85, 'A': 0.08, 'FT': 0.08, 'G': 0.15, 'I': 0.23, 'DS': 2.31, 'FC': 1.38, 'CA': 0.31, 'FF': 0.38, 'FD': 0.31}, 'mandante': {'SG': 4, 'FS': 6, 'FT': 1, 'G': 1, 'DS': 17, 'FC': 8, 'CA': 2, 'FF': 2, 'FD': 4}, 'visitante': {'SG': 1, 'FS': 5, 'A': 1, 'G': 1, 'I': 3, 'DS': 13, 'FC': 10, 'CA': 2, 'FF': 3}}}",juninho-capixaba,Juninho Capixaba,J. Capixaba,Luis Antônio da Rocha Júnior,https://s.sde.globo.com/media/person_role/2023/03/01/photo_220x220_VYzv5cy.png
"{'CA': 2, 'DE': 45, 'FS': 3, 'GS': 17, 'PC': 1, 'SG': 3}",42234,14,264,1,6,11.0,8.48,1.57,2.96,14,7.93,"{'media_pontos_mandante': 2.0833333333333335, 'media_pontos_visitante': 3.625, 'media_minutos_jogados': 99, 'minutos_jogados': 98, 'scouts': {'media': {'SG': 0.21, 'FS': 0.21, 'CA': 0.14, 'DE': 3.21, 'GS': 1.21, 'PC': 0.07}, 'mandante': {'SG': 1, 'FS': 1, 'CA': 1, 'DE': 13, 'GS': 5}, 'visitante': {'SG': 2, 'FS': 2, 'CA': 1, 'DE': 32, 'GS': 12, 'PC': 1}}}",cassio,Cássio,Cássio,Cássio Roberto Ramos,https://s.sde.globo.com/media/person_role/2023/03/02/photo_220x220_uEoWXC8.png
"{'CA': 3, 'DS': 10, 'FC': 14, 'FD': 1, 'FF': 5, 'FS': 5, 'G': 1, 'I': 2, 'SG': 4}",87225,14,293,3,5,0.0,8.95,-0.31,3.65,11,-0.08,"{'media_pontos_mandante': 4.4714285714285715, 'media_pontos_visitante': 2.25, 'media_minutos_jogados': 87, 'minutos_jogados': 54, 'scouts': {'media': {'SG': 0.36, 'FS': 0.45, 'G': 0.09, 'I': 0.18, 'DS': 0.91, 'FC': 1.27, 'CA': 0.27, 'FF': 0.45, 'FD': 0.09}, 'mandante': {'SG': 3, 'FS': 2, 'G': 1, 'I': 1, 'DS': 7, 'FC': 10, 'CA': 2, 'FF': 5}, 'visitante': {'SG': 1, 'FS': 3, 'I': 1, 'DS': 3, 'FC': 4, 'CA': 1, 'FD': 1}}}",pedro-henrique,Pedro Henrique,P. Henrique,Pedro Henrique Ribeiro Gonçalves,https://s.sde.globo.com/media/person_role/2023/02/28/photo_220x220_Pmz9ta0.png
"{'CA': 3, 'DS': 7, 'FC': 9, 'FD': 10, 'FF': 18, 'FS': 38, 'FT': 1, 'G': 6, 'I': 7}",89898,14,264,5,6,9.9,17.57,1.41,7.03,14,6.94,"{'media_pontos_mandante': 8.666666666666668, 'media_pontos_visitante': 5.800000000000001, 'media_minutos_jogados': 99, 'minutos_jogados': 92, 'scouts': {'media': {'FS': 2.71, 'FT': 0.07, 'G': 0.43, 'I': 0.5, 'DS': 0.5, 'FC': 0.64, 'CA': 0.21, 'FF': 1.29, 'FD': 0.71}, 'mandante': {'FS': 12, 'G': 4, 'I': 5, 'DS': 2, 'FC': 3, 'CA': 1, 'FF': 7, 'FD': 7}, 'visitante': {'FS': 26, 'FT': 1, 'G': 2, 'I': 2, 'DS': 5, 'FC': 6, 'CA': 2, 'FF': 11, 'FD': 3}}}",roger-guedes,Róger Guedes,R. Guedes,Róger Krug Guedes,https://s.sde.globo.com/media/person_role/2023/03/02/photo_220x220_39SGFR6.png
"{'A': 2, 'CA': 1, 'DS': 3, 'FC': 22, 'FD': 6, 'FF': 8, 'FS': 24, 'FT': 1, 'G': 2, 'I': 6}",100652,14,264,5,6,5.6,9.71,0.81,3.59,14,3.96,"{'media_pontos_mandante': 3.6333333333333333, 'media_pontos_visitante': 3.5249999999999995, 'media_minutos_jogados': 83, 'minutos_jogados': 93, 'scouts': {'media': {'FS': 1.71, 'A': 0.14, 'FT': 0.07, 'G': 0.14, 'I': 0.43, 'DS': 0.21, 'FC': 1.57, 'CA': 0.07, 'FF': 0.57, 'FD': 0.43}, 'mandante': {'FS': 7, 'A': 1, 'G': 1, 'I': 5, 'DS': 1, 'FC': 6, 'FF': 5, 'FD': 2}, 'visitante': {'FS': 17, 'A': 1, 'FT': 1, 'G': 1, 'I': 1, 'DS': 2, 'FC': 16, 'CA': 1, 'FF': 3, 'FD': 4}}}",yuri-alberto,Yuri Alberto,Y. Alberto,Yuri Alberto Monteiro da Silva,https://s.sde.globo.com/media/person_role/2023/03/02/photo_220x220_QVzSGOZ.png
"{'CA': 3, 'CV': 1, 'DS': 14, 'FC': 11, 'FF': 3, 'FS': 4, 'G': 1, 'I': 2, 'PC': 1, 'SG': 1}",102253,14,290,3,7,-1.3,4.32,-0.67,2.15,11,-0.99,"{'media_pontos_mandante': 1.9600000000000002, 'media_pontos_visitante': 2.3166666666666664, 'media_minutos_jogados': 102, 'minutos_jogados': 111, 'scouts': {'media': {'SG': 0.09, 'FS': 0.36, 'G': 0.09, 'I': 0.18, 'DS': 1.27, 'FC': 1, 'CA': 0.27, 'CV': 0.09, 'FF': 0.27, 'PC': 0.09}, 'mandante': {'FS': 4, 'G': 1, 'I': 1, 'DS': 4, 'FC': 5, 'CA': 2, 'CV': 1, 'FF': 2}, 'visitante': {'SG': 1, 'I': 1, 'DS': 10, 'FC': 6, 'CA': 1, 'FF': 1, 'PC': 1}}}",lucas-halter,Lucas Halter,L. Halter,Lucas Halter,https://s.sde.globo.com/media/person_role/2023/03/11/photo_220x220_DlFIoVh.png
"{'A': 1, 'CA': 2, 'DS': 5, 'FC': 12, 'FD': 5, 'FF': 17, 'FS': 8, 'G': 3, 'I': 4}",61188,14,283,5,7,0.5,8.43,-0.45,4.04,13,0.24,"{'media_pontos_mandante': 1.9714285714285713, 'media_pontos_visitante': 6.466666666666668, 'media_minutos_jogados': 67, 'minutos_jogados': 16, 'scouts': {'media': {'FS': 0.62, 'A': 0.08, 'G': 0.23, 'I': 0.31, 'DS': 0.38, 'FC': 0.92, 'CA': 0.15, 'FF': 1.31, 'FD': 0.38}, 'mandante': {'FS': 5, 'I': 1, 'DS': 3, 'FC': 6, 'CA': 2, 'FF': 10, 'FD': 3}, 'visitante': {'FS': 3, 'A': 1, 'G': 3, 'I': 3, 'DS': 2, 'FC': 6, 'FF': 7, 'FD': 2}}}",gilberto,Gilberto,Gilberto,Gilberto Oliveira Souza Júnior,https://s.sde.globo.com/media/person_role/2023/03/01/photo_220x220_JtLzuBr.png
{},117579,14,276,4,5,0.0,5.0,0.0,0.0,0,6.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 0, 'minutos_jogados': 0, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",galoppo,Galoppo,Galoppo,Giuliano Galoppo,https://s.sde.globo.com/media/person_role/2022/07/26/2ca20d35cbccce7d03bb8c585af8fddc_220x220.png
"{'CA': 3, 'DS': 5, 'FC': 12, 'FD': 4, 'FF': 1, 'FS': 8, 'G': 2, 'I': 5}",78117,14,265,5,7,0.5,7.62,0.02,2.22,11,0.32,"{'media_pontos_mandante': 2.0166666666666666, 'media_pontos_visitante': 2.4799999999999995, 'media_minutos_jogados': 66, 'minutos_jogados': 30, 'scouts': {'media': {'FS': 0.73, 'G': 0.18, 'I': 0.45, 'DS': 0.45, 'FC': 1.09, 'CA': 0.27, 'FF': 0.09, 'FD': 0.36}, 'mandante': {'FS': 2, 'G': 1, 'I': 4, 'DS': 3, 'FC': 5, 'CA': 1, 'FD': 2}, 'visitante': {'FS': 6, 'G': 1, 'I': 1, 'DS': 2, 'FC': 7, 'CA': 2, 'FF': 1, 'FD': 2}}}",everaldo,Everaldo,Everaldo,Everaldo Stum,https://s.sde.globo.com/media/person_role/2023/02/27/photo_220x220_8pHdjST.png
"{'CA': 2, 'DS': 7, 'FC': 10, 'FD': 5, 'FF': 8, 'FS': 20, 'FT': 1, 'G': 2}",110760,14,265,5,5,0.0,8.44,0.0,6.4,7,5.55,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 73, 'minutos_jogados': 101, 'scouts': {'media': {'FS': 2.86, 'FT': 0.14, 'G': 0.29, 'DS': 1, 'FC': 1.43, 'CA': 0.29, 'FF': 1.14, 'FD': 0.71}, 'mandante': {'FS': 8, 'G': 2, 'DS': 5, 'FC': 7, 'CA': 2, 'FF': 5, 'FD': 4}, 'visitante': {'FS': 12, 'FT': 1, 'DS': 2, 'FC': 3, 'FF': 3, 'FD': 1}}}",biel,Biel,Biel,Gabriel Teixeira Aragão,https://s.sde.globo.com/media/person_role/2023/02/27/photo_220x220_iT5hY8V.png
"{'CA': 1, 'DE': 45, 'DS': 1, 'FS': 1, 'GS': 11, 'SG': 6}",68940,14,283,1,7,6.0,10.89,-0.05,4.63,14,4.21,"{'media_pontos_mandante': 4.071428571428571, 'media_pontos_visitante': 5.171428571428572, 'media_minutos_jogados': 103, 'minutos_jogados': 103, 'scouts': {'media': {'SG': 0.43, 'FS': 0.07, 'DS': 0.07, 'CA': 0.07, 'DE': 3.21, 'GS': 0.79}, 'mandante': {'SG': 2, 'FS': 1, 'DE': 24, 'GS': 6}, 'visitante': {'SG': 4, 'DS': 1, 'CA': 1, 'DE': 21, 'GS': 5}}}",rafael-cabral,Rafael Cabral,R. Cabral,Rafael Cabral Barbosa,https://s.sde.globo.com/media/person_role/2023/03/01/photo_220x220_tTstlht.png
"{'CA': 2, 'DS': 9, 'FC': 13, 'FF': 4, 'FS': 8, 'G': 1}",86388,14,327,4,6,0.0,5.42,0.0,2.01,10,1.48,"{'media_pontos_mandante': 0.23333333333333336, 'media_pontos_visitante': 4.675, 'media_minutos_jogados': 57, 'minutos_jogados': 16, 'scouts': {'media': {'FS': 0.8, 'G': 0.1, 'DS': 0.9, 'FC': 1.3, 'CA': 0.2, 'FF': 0.4}, 'mandante': {'FS': 4, 'DS': 1, 'FC': 8, 'CA': 1, 'FF': 2}, 'visitante': {'FS': 4, 'G': 1, 'DS': 8, 'FC': 5, 'CA': 1, 'FF': 2}}}",ale,Alê,Alê,Alexandre Egea,https://s.sde.globo.com/media/person_role/2023/03/07/photo_220x220_BijuTNZ.png
"{'CV': 1, 'DE': 26, 'DP': 1, 'FC': 1, 'FS': 1, 'GC': 1, 'GS': 19}",72580,14,327,1,6,0.0,5.43,0.0,1.17,7,0.24,"{'media_pontos_mandante': 1.6749999999999998, 'media_pontos_visitante': 0.5, 'media_minutos_jogados': 101, 'minutos_jogados': 101, 'scouts': {'media': {'FS': 0.14, 'FC': 0.14, 'GC': 0.14, 'CV': 0.14, 'DE': 3.71, 'DP': 0.14, 'GS': 2.71}, 'mandante': {'FC': 1, 'CV': 1, 'DE': 13, 'DP': 1, 'GS': 10}, 'visitante': {'FS': 1, 'GC': 1, 'DE': 13, 'GS': 9}}}",matheus-cavichioli,Matheus Cavichioli,M. Cavichioli,Matheus Fernando Cavichioli,https://s.sde.globo.com/media/person_role/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_220x220.png
"{'A': 3, 'CA': 1, 'DS': 9, 'FC': 12, 'FD': 3, 'FF': 7, 'FS': 12, 'FT': 2, 'G': 2, 'I': 3, 'PS': 1}",87863,14,262,4,7,8.9,14.31,-1.0,6.56,9,6.35,"{'media_pontos_mandante': 8.666666666666666, 'media_pontos_visitante': 5.516666666666667, 'media_minutos_jogados': 72, 'minutos_jogados': 39, 'scouts': {'media': {'FS': 1.33, 'A': 0.33, 'FT': 0.22, 'G': 0.22, 'I': 0.33, 'DS': 1, 'FC': 1.33, 'CA': 0.11, 'FF': 0.78, 'FD': 0.33, 'PS': 0.11}, 'mandante': {'FS': 4, 'A': 1, 'G': 1, 'DS': 4, 'FC': 2, 'FF': 4, 'FD': 3}, 'visitante': {'FS': 8, 'A': 2, 'FT': 2, 'G': 1, 'I': 3, 'DS': 5, 'FC': 10, 'CA': 1, 'FF': 3, 'PS': 1}}}",arrascaeta,Arrascaeta,Arrascaeta,Giorgian Daniel de Arrascaeta Benedetti,https://s.sde.globo.com/media/person_role/2023/04/11/photo_220x220_CaSgg7s.png
"{'DS': 4, 'FC': 5, 'FD': 5, 'FF': 5, 'FS': 4, 'G': 4, 'I': 2, 'PS': 1}",94583,14,262,5,2,1.4,11.97,-0.08,4.01,12,0.93,"{'media_pontos_mandante': 4.457142857142857, 'media_pontos_visitante': 3.38, 'media_minutos_jogados': 61, 'minutos_jogados': 90, 'scouts': {'media': {'FS': 0.33, 'G': 0.33, 'I': 0.17, 'DS': 0.33, 'FC': 0.42, 'FF': 0.42, 'FD': 0.42, 'PS': 0.08}, 'mandante': {'FS': 1, 'G': 3, 'I': 2, 'DS': 2, 'FC': 3, 'FF': 1, 'FD': 3, 'PS': 1}, 'visitante': {'FS': 3, 'G': 1, 'DS': 2, 'FC': 2, 'FF': 4, 'FD': 2}}}",pedro,Pedro,Pedro,Pedro Guilherme Abreu dos Santos,https://s.sde.globo.com/media/person_role/2023/04/11/photo_220x220_BmbzG97.png
