scout,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,minimo_para_valorizar,gato_mestre,slug,apelido,apelido_abreviado,nome,foto
"{'A': 1, 'CA': 3, 'DE': 38, 'DP': 1, 'FC': 2, 'FS': 1, 'GS': 15, 'SG': 4}",105208,12,293,1,3,5.7,10.46,0.77,4.32,12,3.65,"{'media_pontos_mandante': 3.9499999999999997, 'media_pontos_visitante': 4.7, 'media_minutos_jogados': 101, 'minutos_jogados': 102, 'scouts': {'media': {'SG': 0.33, 'FS': 0.08, 'A': 0.08, 'FC': 0.17, 'CA': 0.25, 'DE': 3.17, 'DP': 0.08, 'GS': 1.25}, 'mandante': {'SG': 3, 'FC': 1, 'CA': 1, 'DE': 15, 'GS': 5}, 'visitante': {'SG': 1, 'FS': 1, 'A': 1, 'FC': 1, 'CA': 2, 'DE': 23, 'DP': 1, 'GS': 10}}}",bento,Bento,Bento,Bento Matheus Krepski,https://s.sde.globo.com/media/person_role/2023/02/28/photo_220x220_7ROEp8B.png
"{'A': 1, 'DS': 11, 'FC': 8, 'FF': 3, 'FS': 5, 'I': 2, 'SG': 3}",105175,12,293,2,6,14.4,8.97,1.61,4.44,8,9.32,"{'media_pontos_mandante': 4.9, 'media_pontos_visitante': 3.6666666666666665, 'media_minutos_jogados': 74, 'minutos_jogados': 88, 'scouts': {'media': {'SG': 0.38, 'FS': 0.62, 'A': 0.12, 'I': 0.25, 'DS': 1.38, 'FC': 1, 'FF': 0.38}, 'mandante': {'SG': 2, 'FS': 1, 'A': 1, 'I': 1, 'DS': 7, 'FC': 3, 'FF': 2}, 'visitante': {'SG': 1, 'FS': 4, 'I': 1, 'DS': 4, 'FC': 5, 'FF': 1}}}",khellven,Khellven,Khellven,Khellven Douglas Silva Oliveira,https://s.sde.globo.com/media/person_role/2023/02/28/photo_220x220_7lRpDNN.png
"{'CV': 1, 'DE': 26, 'DP': 1, 'FC': 1, 'FS': 1, 'GC': 1, 'GS': 19}",72580,12,327,1,7,-2.0,5.43,-0.7,1.17,7,-1.32,"{'media_pontos_mandante': 1.6749999999999998, 'media_pontos_visitante': 0.5, 'media_minutos_jogados': 101, 'minutos_jogados': 101, 'scouts': {'media': {'FS': 0.14, 'FC': 0.14, 'GC': 0.14, 'CV': 0.14, 'DE': 3.71, 'DP': 0.14, 'GS': 2.71}, 'mandante': {'FC': 1, 'CV': 1, 'DE': 13, 'DP': 1, 'GS': 10}, 'visitante': {'FS': 1, 'GC': 1, 'DE': 13, 'GS': 9}}}",matheus-cavichioli,Matheus Cavichioli,M. Cavichioli,Matheus Fernando Cavichioli,https://s.sde.globo.com/media/person_role/2021/06/04/4b9a4cd7759d0ef36a25a02c4b9cf8a8_220x220.png
"{'A': 2, 'CA': 4, 'DS': 1, 'FC': 16, 'FD': 14, 'FF': 17, 'FS': 35, 'G': 5, 'I': 6, 'PS': 1}",39148,12,282,5,7,5.9,17.05,0.06,8.25,11,3.73,"{'media_pontos_mandante': 8.625000000000002, 'media_pontos_visitante': 8.028571428571428, 'media_minutos_jogados': 93, 'minutos_jogados': 72, 'scouts': {'media': {'FS': 3.18, 'A': 0.18, 'G': 0.45, 'I': 0.55, 'DS': 0.09, 'FC': 1.45, 'CA': 0.36, 'FF': 1.55, 'FD': 1.27, 'PS': 0.09}, 'mandante': {'FS': 10, 'A': 1, 'G': 2, 'I': 2, 'FC': 5, 'CA': 1, 'FF': 8, 'FD': 4}, 'visitante': {'FS': 25, 'A': 1, 'G': 3, 'I': 4, 'DS': 1, 'FC': 11, 'CA': 3, 'FF': 9, 'FD': 10, 'PS': 1}}}",hulk,Hulk,Hulk,Givanildo Vieira de Souza,https://s.sde.globo.com/media/person_role/2023/03/31/photo_220x220_VrWmS3u.png
"{'A': 2, 'CA': 2, 'DS': 11, 'FC': 15, 'FD': 6, 'FF': 8, 'FS': 25, 'FT': 1, 'G': 6, 'I': 3}",114802,12,293,5,7,12.3,13.02,0.38,7.79,12,8.77,"{'media_pontos_mandante': 8.783333333333333, 'media_pontos_visitante': 6.8, 'media_minutos_jogados': 72, 'minutos_jogados': 87, 'scouts': {'media': {'FS': 2.08, 'A': 0.17, 'FT': 0.08, 'G': 0.5, 'I': 0.25, 'DS': 0.92, 'FC': 1.25, 'CA': 0.17, 'FF': 0.67, 'FD': 0.5}, 'mandante': {'FS': 11, 'A': 2, 'FT': 1, 'G': 3, 'I': 1, 'DS': 6, 'FC': 9, 'CA': 1, 'FF': 4, 'FD': 3}, 'visitante': {'FS': 14, 'G': 3, 'I': 2, 'DS': 5, 'FC': 6, 'CA': 1, 'FF': 4, 'FD': 3}}}",vitor-roque,Vitor Roque,V. Roque,Vitor Hugo Roque Ferreira,https://s.sde.globo.com/media/person_role/2023/02/28/photo_220x220_0B2D0LR.png
"{'DS': 16, 'FC': 8, 'FD': 12, 'FF': 5, 'FS': 6, 'G': 3, 'I': 3}",99818,12,282,5,7,1.2,10.32,-0.7,5.63,11,0.7,"{'media_pontos_mandante': 7.56, 'media_pontos_visitante': 4.016666666666667, 'media_minutos_jogados': 87, 'minutos_jogados': 100, 'scouts': {'media': {'FS': 0.55, 'G': 0.27, 'I': 0.27, 'DS': 1.45, 'FC': 0.73, 'FF': 0.45, 'FD': 1.09}, 'mandante': {'FS': 1, 'G': 2, 'I': 2, 'DS': 8, 'FC': 3, 'FF': 4, 'FD': 8}, 'visitante': {'FS': 5, 'G': 1, 'I': 1, 'DS': 8, 'FC': 5, 'FF': 1, 'FD': 4}}}",paulinho,Paulinho,Paulinho,Paulo Henrique Sampaio Filho,https://s.sde.globo.com/media/person_role/2023/03/31/photo_220x220_6AtAEsy.png
"{'CA': 3, 'DS': 15, 'FC': 8, 'FF': 3, 'FS': 6, 'SG': 3}",97468,12,263,2,5,0.0,10.84,0.0,6.6,5,5.14,"{'media_pontos_mandante': 7.6000000000000005, 'media_pontos_visitante': 5.1, 'media_minutos_jogados': 102, 'minutos_jogados': 96, 'scouts': {'media': {'SG': 0.6, 'FS': 1.2, 'DS': 3, 'FC': 1.6, 'CA': 0.6, 'FF': 0.6}, 'mandante': {'SG': 3, 'FS': 4, 'DS': 8, 'FC': 6, 'CA': 2}, 'visitante': {'FS': 2, 'DS': 7, 'FC': 2, 'CA': 1, 'FF': 3}}}",marcal,Marçal,Marçal,Fernando Marçal de Oliveira,https://s.sde.globo.com/media/person_role/2023/03/07/photo_220x220_lpafgKV.png
"{'CA': 2, 'DS': 7, 'FC': 10, 'FD': 5, 'FF': 8, 'FS': 20, 'FT': 1, 'G': 2}",110760,12,265,5,5,0.0,8.44,0.0,6.4,7,4.95,"{'media_pontos_mandante': 7.675, 'media_pontos_visitante': 4.7, 'media_minutos_jogados': 73, 'minutos_jogados': 101, 'scouts': {'media': {'FS': 2.86, 'FT': 0.14, 'G': 0.29, 'DS': 1, 'FC': 1.43, 'CA': 0.29, 'FF': 1.14, 'FD': 0.71}, 'mandante': {'FS': 8, 'G': 2, 'DS': 5, 'FC': 7, 'CA': 2, 'FF': 5, 'FD': 4}, 'visitante': {'FS': 12, 'FT': 1, 'DS': 2, 'FC': 3, 'FF': 3, 'FD': 1}}}",biel,Biel,Biel,Gabriel Teixeira Aragão,https://s.sde.globo.com/media/person_role/2023/02/27/photo_220x220_iT5hY8V.png
"{'CA': 3, 'DS': 5, 'FC': 12, 'FD': 4, 'FF': 1, 'FS': 7, 'G': 2, 'I': 5}",78117,12,265,5,7,0.0,7.79,0.0,2.66,9,-0.3,"{'media_pontos_mandante': 2.42, 'media_pontos_visitante': 2.9749999999999996, 'media_minutos_jogados': 75, 'minutos_jogados': 32, 'scouts': {'media': {'FS': 0.78, 'G': 0.22, 'I': 0.56, 'DS': 0.56, 'FC': 1.33, 'CA': 0.33, 'FF': 0.11, 'FD': 0.44}, 'mandante': {'FS': 2, 'G': 1, 'I': 4, 'DS': 3, 'FC': 5, 'CA': 1, 'FD': 2}, 'visitante': {'FS': 5, 'G': 1, 'I': 1, 'DS': 2, 'FC': 7, 'CA': 2, 'FF': 1, 'FD': 2}}}",everaldo,Everaldo,Everaldo,Everaldo Stum,https://s.sde.globo.com/media/person_role/2023/02/27/photo_220x220_8pHdjST.png
"{'A': 3, 'CA': 4, 'DS': 5, 'FC': 14, 'FD': 4, 'FF': 11, 'FS': 21, 'G': 10, 'I': 9, 'PP': 1}",84042,12,263,5,7,9.2,20.21,0.36,10.18,11,6.65,"{'media_pontos_mandante': 10.5, 'media_pontos_visitante': 9.916666666666666, 'media_minutos_jogados': 91, 'minutos_jogados': 90, 'scouts': {'media': {'FS': 1.91, 'A': 0.27, 'G': 0.91, 'I': 0.82, 'DS': 0.45, 'FC': 1.27, 'CA': 0.36, 'PP': 0.09, 'FF': 1, 'FD': 0.36}, 'mandante': {'FS': 7, 'A': 1, 'G': 5, 'I': 2, 'DS': 4, 'FC': 6, 'CA': 2, 'PP': 1, 'FF': 6, 'FD': 2}, 'visitante': {'FS': 14, 'A': 2, 'G': 5, 'I': 7, 'DS': 1, 'FC': 8, 'CA': 2, 'FF': 5, 'FD': 2}}}",tiquinho-soares,Tiquinho Soares,T. Soares,Francisco das Chagas Soares dos Santos Meireles,https://s.sde.globo.com/media/person_role/2023/03/07/photo_220x220_TbDAa67.png
"{'A': 1, 'CA': 3, 'DS': 25, 'FC': 17, 'FD': 2, 'FF': 3, 'FS': 7, 'FT': 1, 'G': 2, 'I': 2, 'SG': 3}",94968,12,280,2,7,7.4,10.17,-0.38,6.27,11,4.72,"{'media_pontos_mandante': 7.566666666666666, 'media_pontos_visitante': 4.72, 'media_minutos_jogados': 94, 'minutos_jogados': 81, 'scouts': {'media': {'SG': 0.27, 'FS': 0.64, 'A': 0.09, 'FT': 0.09, 'G': 0.18, 'I': 0.18, 'DS': 2.27, 'FC': 1.55, 'CA': 0.27, 'FF': 0.27, 'FD': 0.18}, 'mandante': {'SG': 3, 'FS': 5, 'FT': 1, 'G': 1, 'DS': 14, 'FC': 7, 'CA': 1, 'FF': 1, 'FD': 2}, 'visitante': {'FS': 2, 'A': 1, 'G': 1, 'I': 2, 'DS': 11, 'FC': 10, 'CA': 2, 'FF': 2}}}",juninho-capixaba,Juninho Capixaba,J. Capixaba,Luis Antônio da Rocha Júnior,https://s.sde.globo.com/media/person_role/2023/03/01/photo_220x220_VYzv5cy.png
"{'DS': 3, 'FC': 3, 'FF': 1, 'FS': 2}",38398,12,264,4,6,0.0,12.78,0.0,1.5,3,-3.85,"{'media_pontos_mandante': 1.9, 'media_pontos_visitante': 0.7, 'media_minutos_jogados': 27, 'minutos_jogados': 19, 'scouts': {'media': {'FS': 0.67, 'DS': 1, 'FC': 1, 'FF': 0.33}, 'mandante': {'DS': 3, 'FC': 2, 'FF': 1}, 'visitante': {'FS': 2, 'FC': 1}}}",renato-augusto,Renato Augusto,R. Augusto,Renato Soares de Oliveira Augusto,https://s.sde.globo.com/media/person_role/2023/03/02/photo_220x220_tP0yBkY.png
"{'DS': 5, 'FC': 3, 'FS': 3}",63013,12,275,2,5,0.0,5.12,0.0,3.3,2,1.83,"{'media_pontos_mandante': 4.7, 'media_pontos_visitante': 1.9, 'media_minutos_jogados': 95, 'minutos_jogados': 84, 'scouts': {'media': {'FS': 1.5, 'DS': 2.5, 'FC': 1.5}, 'mandante': {'FS': 1, 'DS': 4, 'FC': 2}, 'visitante': {'FS': 2, 'DS': 1, 'FC': 1}}}",marcos-rocha,Marcos Rocha,M. Rocha,Marcos Luis Rocha Aquino,https://s.sde.globo.com/media/person_role/2023/03/15/photo_220x220_OnxH8aq.png
"{'A': 1, 'CA': 2, 'DS': 5, 'FC': 12, 'FD': 5, 'FF': 17, 'FS': 7, 'G': 3, 'I': 4}",61188,12,283,5,7,1.8,8.88,0.12,4.34,12,1.1,"{'media_pontos_mandante': 1.9714285714285713, 'media_pontos_visitante': 7.660000000000001, 'media_minutos_jogados': 72, 'minutos_jogados': 61, 'scouts': {'media': {'FS': 0.58, 'A': 0.08, 'G': 0.25, 'I': 0.33, 'DS': 0.42, 'FC': 1, 'CA': 0.17, 'FF': 1.42, 'FD': 0.42}, 'mandante': {'FS': 5, 'I': 1, 'DS': 3, 'FC': 6, 'CA': 2, 'FF': 10, 'FD': 3}, 'visitante': {'FS': 2, 'A': 1, 'G': 3, 'I': 3, 'DS': 2, 'FC': 6, 'FF': 7, 'FD': 2}}}",gilberto,Gilberto,Gilberto,Gilberto Oliveira Souza Júnior,https://s.sde.globo.com/media/person_role/2023/03/01/photo_220x220_JtLzuBr.png
"{'CA': 2, 'DE': 35, 'FS': 3, 'GS': 16, 'PC': 1, 'SG': 2}",42234,12,264,1,7,4.5,7.15,-0.47,2.29,12,2.88,"{'media_pontos_mandante': 1.9, 'media_pontos_visitante': 2.5714285714285716, 'media_minutos_jogados': 100, 'minutos_jogados': 102, 'scouts': {'media': {'SG': 0.17, 'FS': 0.25, 'CA': 0.17, 'DE': 2.92, 'GS': 1.33, 'PC': 0.08}, 'mandante': {'SG': 1, 'FS': 1, 'CA': 1, 'DE': 9, 'GS': 4}, 'visitante': {'SG': 1, 'FS': 2, 'CA': 1, 'DE': 26, 'GS': 12, 'PC': 1}}}",cassio,Cássio,Cássio,Cássio Roberto Ramos,https://s.sde.globo.com/media/person_role/2023/03/02/photo_220x220_uEoWXC8.png
"{'DS': 19, 'FC': 6, 'FD': 2, 'FF': 6, 'FS': 10, 'I': 3}",111682,12,264,4,6,0.0,5.39,0.0,3.29,10,2.26,"{'media_pontos_mandante': 3.34, 'media_pontos_visitante': 3.2399999999999998, 'media_minutos_jogados': 60, 'minutos_jogados': 18, 'scouts': {'media': {'FS': 1, 'I': 0.3, 'DS': 1.9, 'FC': 0.6, 'FF': 0.6, 'FD': 0.2}, 'mandante': {'FS': 6, 'I': 2, 'DS': 9, 'FC': 3, 'FF': 5}, 'visitante': {'FS': 4, 'I': 1, 'DS': 10, 'FC': 3, 'FF': 1, 'FD': 2}}}",adson,Adson,Adson,Adson Ferreira Soares,https://s.sde.globo.com/media/person_role/2023/03/02/photo_220x220_uzK3HTh.png
{},117579,12,276,4,5,0.0,5.0,0.0,0.0,0,6.8,"{'media_pontos_mandante': None, 'media_pontos_visitante': None, 'media_minutos_jogados': 0, 'minutos_jogados': 0, 'scouts': {'media': {}, 'mandante': {}, 'visitante': {}}}",galoppo,Galoppo,Galoppo,Giuliano Galoppo,https://s.sde.globo.com/media/person_role/2022/07/26/2ca20d35cbccce7d03bb8c585af8fddc_220x220.png
"{'CA': 2, 'DS': 5, 'FC': 8, 'FD': 9, 'FF': 18, 'FS': 34, 'FT': 1, 'G': 5, 'I': 3}",89898,12,264,5,7,3.2,16.69,0.15,7.21,12,1.96,"{'media_pontos_mandante': 10.000000000000002, 'media_pontos_visitante': 5.214285714285715, 'media_minutos_jogados': 100, 'minutos_jogados': 102, 'scouts': {'media': {'FS': 2.83, 'FT': 0.08, 'G': 0.42, 'I': 0.25, 'DS': 0.42, 'FC': 0.67, 'CA': 0.17, 'FF': 1.5, 'FD': 0.75}, 'mandante': {'FS': 9, 'G': 4, 'I': 1, 'DS': 1, 'FC': 2, 'CA': 1, 'FF': 7, 'FD': 7}, 'visitante': {'FS': 25, 'FT': 1, 'G': 1, 'I': 2, 'DS': 4, 'FC': 6, 'CA': 1, 'FF': 11, 'FD': 2}}}",roger-guedes,Róger Guedes,R. Guedes,Róger Krug Guedes,https://s.sde.globo.com/media/person_role/2023/03/02/photo_220x220_39SGFR6.png
"{'A': 1, 'CA': 1, 'DS': 3, 'FC': 18, 'FD': 6, 'FF': 7, 'FS': 20, 'FT': 1, 'G': 2, 'I': 6}",100652,12,264,5,7,3.7,9.47,-1.14,3.63,12,2.34,"{'media_pontos_mandante': 4.16, 'media_pontos_visitante': 3.228571428571428, 'media_minutos_jogados': 83, 'minutos_jogados': 102, 'scouts': {'media': {'FS': 1.67, 'A': 0.08, 'FT': 0.08, 'G': 0.17, 'I': 0.5, 'DS': 0.25, 'FC': 1.5, 'CA': 0.08, 'FF': 0.58, 'FD': 0.5}, 'mandante': {'FS': 6, 'A': 1, 'G': 1, 'I': 5, 'DS': 1, 'FC': 5, 'FF': 4, 'FD': 2}, 'visitante': {'FS': 14, 'FT': 1, 'G': 1, 'I': 1, 'DS': 2, 'FC': 13, 'CA': 1, 'FF': 3, 'FD': 4}}}",yuri-alberto,Yuri Alberto,Y. Alberto,Yuri Alberto Monteiro da Silva,https://s.sde.globo.com/media/person_role/2023/03/02/photo_220x220_QVzSGOZ.png
"{'CA': 1, 'DS': 2, 'FC': 6, 'FD': 2, 'FF': 7, 'FS': 10, 'FT': 1, 'I': 4}",102878,12,293,4,6,3.5,10.07,0.26,1.9,8,2.25,"{'media_pontos_mandante': 2.32, 'media_pontos_visitante': 1.2, 'media_minutos_jogados': 51, 'minutos_jogados': 2, 'scouts': {'media': {'FS': 1.25, 'FT': 0.12, 'I': 0.5, 'DS': 0.25, 'FC': 0.75, 'CA': 0.12, 'FF': 0.88, 'FD': 0.25}, 'mandante': {'FS': 6, 'FT': 1, 'I': 1, 'DS': 2, 'FC': 3, 'CA': 1, 'FF': 5, 'FD': 1}, 'visitante': {'FS': 4, 'I': 3, 'FC': 3, 'FF': 2, 'FD': 1}}}",terans,Terans,Terans,Miguel David Terans Pérez,https://s.sde.globo.com/media/person_role/2023/02/28/photo_220x220_rzjzN6M.png
"{'CA': 3, 'DS': 1, 'FC': 12, 'FD': 3, 'FF': 9, 'FS': 18, 'FT': 1, 'G': 3, 'I': 9}",92708,12,1371,5,7,1.3,5.92,-0.99,3.68,11,0.78,"{'media_pontos_mandante': 1.5750000000000002, 'media_pontos_visitante': 4.885714285714285, 'media_minutos_jogados': 83, 'minutos_jogados': 100, 'scouts': {'media': {'FS': 1.64, 'FT': 0.09, 'G': 0.27, 'I': 0.82, 'DS': 0.09, 'FC': 1.09, 'CA': 0.27, 'FF': 0.82, 'FD': 0.27}, 'mandante': {'FS': 7, 'FT': 1, 'I': 2, 'FC': 6, 'CA': 1, 'FF': 2, 'FD': 1}, 'visitante': {'FS': 11, 'G': 3, 'I': 7, 'DS': 1, 'FC': 6, 'CA': 2, 'FF': 7, 'FD': 2}}}",deyverson,Deyverson,Deyverson,Deyverson Brum Silva Acosta,https://s.sde.globo.com/media/person_role/2023/03/06/photo_220x220_AvLd8xm.png
